DDCTransactionId800B30BD4C56B7436BEC3C88C7756F0C_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.29-16.32.19, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.493627ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId25F4702B4C616F56F950798555296023_44, CachedDataProbablyExists, Parent=DDCTransactionId25F4702B4C616F56F950798555296023_43, StartTime=2015.11.29-16.32.36, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.057608ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId25F4702B4C616F56F950798555296023_45, GetCachedData, Parent=DDCTransactionId25F4702B4C616F56F950798555296023_43, StartTime=2015.11.29-16.32.36, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.190035ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId25F4702B4C616F56F950798555296023_46, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_EEA96CDC4F03F8D3BF78C2BDF4B3D__AAAE803D320FC99DBFC6C4D341D14FEF376D5E3D, StartTime=2015.11.29-16.32.36, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=0.508524ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId25F4702B4C616F56F950798555296023_47, CachedDataProbablyExists, Parent=DDCTransactionId25F4702B4C616F56F950798555296023_46, StartTime=2015.11.29-16.32.36, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.049658ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId25F4702B4C616F56F950798555296023_48, GetCachedData, Parent=DDCTransactionId25F4702B4C616F56F950798555296023_46, StartTime=2015.11.29-16.32.36, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.390664ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId25F4702B4C616F56F950798555296023_49, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_EEA96CDC4F03F8D3BF78C2BDF4B3D__D3C3A899EA4F13D5B369045651B69260A98FF442, StartTime=2015.11.29-16.32.36, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.173811ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId25F4702B4C616F56F950798555296023_50, CachedDataProbablyExists, Parent=DDCTransactionId25F4702B4C616F56F950798555296023_49, StartTime=2015.11.29-16.32.36, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.050325ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId25F4702B4C616F56F950798555296023_51, GetCachedData, Parent=DDCTransactionId25F4702B4C616F56F950798555296023_49, StartTime=2015.11.29-16.32.36, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.086077ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
SavePackageTransactionId02E45F7C408B76D9280B7B85C18F21CE_223, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Tests/PengSprite1.uasset, FlushAsyncLoading=0.013903ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.108592ms, TagPackageExports=0.047345ms, BeginCacheForCookedPlatformData=0.034761ms, SerializeImports=0.052974ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.003308ms, SerializeSummary=0.008941ms, SerializeNames=0.013903ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.009600ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.009600ms, SortExportsSeekfreeInner=0.154942ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.006951ms, SerializeImportMap=0.004634ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010267ms, SerializeExports=0.048667ms, SerializeBulkData=0.066213ms, AsyncWrite=0.497267ms, UnaccountedTime=20.661432ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Tests/Idle.uasset, AllOfLoadPackage_Duration=0.053637ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.003312ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.049330ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.012580ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.922857ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
SavePackageTransactionId02E45F7C408B76D9280B7B85C18F21CE_224, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Tests/Idle.uasset, FlushAsyncLoading=0.013575ms, FlushStreamingFunc=0.002977ms, BlockTillAllRequestsFinished=0.003975ms, ResetLoadersForSaveUnMarkAllObjects=0.102963ms, TagPackageExports=0.012580ms, BeginCacheForCookedPlatformData=0.002980ms, SerializeImports=0.031780ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004966ms, SerializeSummary=0.010926ms, SerializeNames=0.033107ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.022184ms, SortExportsNonSeekfree=0.004634ms, SortExportsSeekfreeConstructor=0.008609ms, SortExportsSeekfreeInner=0.609830ms, SortExportsSeekfree=0.006288ms, BuildDependencyMap=0.008609ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013907ms, SerializeExports=0.013575ms, SerializeBulkData=0.007946ms, AsyncWrite=0.056610ms, UnaccountedTime=0.072174ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Tests/512x512.uasset, AllOfLoadPackage_Duration=0.051647ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.004638ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.053633ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.012916ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.576558ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
SavePackageTransactionId02E45F7C408B76D9280B7B85C18F21CE_225, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Tests/512x512.uasset, FlushAsyncLoading=0.011254ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003308ms, ResetLoadersForSaveUnMarkAllObjects=0.082768ms, TagPackageExports=0.023175ms, BeginCacheForCookedPlatformData=0.003312ms, SerializeImports=0.038736ms, GatherLocalizableTextData=0.002977ms, MarkNames=0.004966ms, SerializeSummary=0.009272ms, SerializeNames=0.034098ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.018541ms, SortExportsNonSeekfree=0.006620ms, SortExportsSeekfreeConstructor=0.008609ms, SortExportsSeekfreeInner=0.526734ms, SortExportsSeekfree=0.005294ms, BuildDependencyMap=0.008278ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002645ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014238ms, SerializeExports=0.023175ms, SerializeBulkData=0.008609ms, AsyncWrite=0.057939ms, UnaccountedTime=0.076476ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Tests/512x.uasset, AllOfLoadPackage_Duration=0.049330ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000335ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.001654ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.043038ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.010923ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.102794ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
SavePackageTransactionId02E45F7C408B76D9280B7B85C18F21CE_226, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Tests/512x.uasset, FlushAsyncLoading=0.012912ms, FlushStreamingFunc=0.002977ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.074491ms, TagPackageExports=0.009269ms, BeginCacheForCookedPlatformData=0.002980ms, SerializeImports=0.019535ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004634ms, SerializeSummary=0.007614ms, SerializeNames=0.017878ms, SerializeGatherableTextData=0.002317ms, BuildExportMap=0.011254ms, SortExportsNonSeekfree=0.003975ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=0.229098ms, SortExportsSeekfree=0.024170ms, BuildDependencyMap=0.006951ms, SerializeImportMap=0.004303ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010926ms, SerializeExports=0.008937ms, SerializeBulkData=0.027481ms, AsyncWrite=0.048336ms, UnaccountedTime=0.078134ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Tests/256x256.uasset, AllOfLoadPackage_Duration=0.485018ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000335ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.002977ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.048667ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.007946ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=0.495281ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
SavePackageTransactionId02E45F7C408B76D9280B7B85C18F21CE_227, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Tests/256x256.uasset, FlushAsyncLoading=0.011254ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.062902ms, TagPackageExports=0.005960ms, BeginCacheForCookedPlatformData=0.002649ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/FlipBooks/Crest_IdleSouthWest.uasset, AllOfLoadPackage_Duration=0.041716ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.002649ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.024829ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.012249ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.492957ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
SavePackageTransactionId02E45F7C408B76D9280B7B85C18F21CE_228, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/FlipBooks/Crest_IdleSouthWest.uasset, FlushAsyncLoading=0.006624ms, FlushStreamingFunc=0.002317ms, BlockTillAllRequestsFinished=0.002317ms, ResetLoadersForSaveUnMarkAllObjects=0.075154ms, TagPackageExports=0.008937ms, BeginCacheForCookedPlatformData=0.002980ms, SerializeImports=0.021853ms, GatherLocalizableTextData=0.011254ms, MarkNames=0.004306ms, SerializeSummary=0.009600ms, SerializeNames=0.019204ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.032444ms, SortExportsNonSeekfree=0.005960ms, SortExportsSeekfreeConstructor=0.009600ms, SortExportsSeekfreeInner=0.251614ms, SortExportsSeekfree=0.003971ms, BuildDependencyMap=0.007614ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.003308ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.025824ms, SerializeExports=0.025496ms, SerializeBulkData=0.008605ms, AsyncWrite=0.084091ms, UnaccountedTime=0.110909ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/FlipBooks/Crest_IdleSouthEast.uasset, AllOfLoadPackage_Duration=0.049993ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.002980ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.048667ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.011589ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.191523ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
SavePackageTransactionId02E45F7C408B76D9280B7B85C18F21CE_229, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/FlipBooks/Crest_IdleSouthEast.uasset, FlushAsyncLoading=0.012912ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.089392ms, TagPackageExports=0.009269ms, BeginCacheForCookedPlatformData=0.002980ms, SerializeImports=0.024501ms, GatherLocalizableTextData=0.002977ms, MarkNames=0.004638ms, SerializeSummary=0.008937ms, SerializeNames=0.020526ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.013575ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.250291ms, SortExportsSeekfree=0.003971ms, BuildDependencyMap=0.007614ms, SerializeImportMap=0.002652ms, SerializeExportMap=0.005957ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012580ms, SerializeExports=0.009932ms, SerializeBulkData=0.007283ms, AsyncWrite=0.054959ms, UnaccountedTime=0.074159ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/FlipBooks/Crest_IdleSouth.uasset, AllOfLoadPackage_Duration=0.045359ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.002649ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.044029ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.010595ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.128949ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
SavePackageTransactionId02E45F7C408B76D9280B7B85C18F21CE_230, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/FlipBooks/Crest_IdleSouth.uasset, FlushAsyncLoading=0.010923ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.080451ms, TagPackageExports=0.009269ms, BeginCacheForCookedPlatformData=0.002980ms, SerializeImports=0.019532ms, GatherLocalizableTextData=0.002652ms, MarkNames=0.004634ms, SerializeSummary=0.006620ms, SerializeNames=0.017215ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.010923ms, SortExportsNonSeekfree=0.003975ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.255585ms, SortExportsSeekfree=0.004303ms, BuildDependencyMap=0.006292ms, SerializeImportMap=0.002652ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011917ms, SerializeExports=0.009269ms, SerializeBulkData=0.007614ms, AsyncWrite=0.050653ms, UnaccountedTime=0.068530ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_Idle0007_Sprite.uasset, AllOfLoadPackage_Duration=0.055950ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000328ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.003971ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.043701ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.011921ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.914579ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
SavePackageTransactionId02E45F7C408B76D9280B7B85C18F21CE_231, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_Idle0007_Sprite.uasset, FlushAsyncLoading=0.015561ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.004634ms, ResetLoadersForSaveUnMarkAllObjects=0.284720ms, TagPackageExports=0.020526ms, BeginCacheForCookedPlatformData=0.003643ms, SerializeImports=0.040721ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.005297ms, SerializeSummary=0.011254ms, SerializeNames=0.039730ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.022843ms, SortExportsNonSeekfree=0.008609ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.551894ms, SortExportsSeekfree=0.005957ms, BuildDependencyMap=0.010595ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015892ms, SerializeExports=0.023507ms, SerializeBulkData=0.008605ms, AsyncWrite=0.064891ms, UnaccountedTime=0.074491ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_Idle0006_Sprite.uasset, AllOfLoadPackage_Duration=0.055291ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000000ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.003971ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.047345ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.010598ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.429893ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
SavePackageTransactionId02E45F7C408B76D9280B7B85C18F21CE_232, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_Idle0006_Sprite.uasset, FlushAsyncLoading=0.010923ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.079125ms, TagPackageExports=0.019200ms, BeginCacheForCookedPlatformData=0.003312ms, SerializeImports=0.035092ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004966ms, SerializeSummary=0.006951ms, SerializeNames=0.035755ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.020195ms, SortExportsNonSeekfree=0.005960ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=0.475086ms, SortExportsSeekfree=0.003308ms, BuildDependencyMap=0.007283ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010926ms, SerializeExports=0.021849ms, SerializeBulkData=0.007614ms, AsyncWrite=0.048667ms, UnaccountedTime=0.066876ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_Idle0005_Sprite.uasset, AllOfLoadPackage_Duration=0.042375ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000000ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.002980ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.039399ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.015561ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=4.883949ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
SavePackageTransactionId02E45F7C408B76D9280B7B85C18F21CE_233, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_Idle0005_Sprite.uasset, FlushAsyncLoading=0.013243ms, FlushStreamingFunc=0.003971ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.126798ms, TagPackageExports=0.019867ms, BeginCacheForCookedPlatformData=0.003312ms, SerializeImports=0.038072ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.004966ms, SerializeSummary=0.008937ms, SerializeNames=0.036750ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.021521ms, SortExportsNonSeekfree=0.006951ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.568446ms, SortExportsSeekfree=0.006292ms, BuildDependencyMap=0.008609ms, SerializeImportMap=0.003640ms, SerializeExportMap=0.002980ms, SerializeDependencyMap=0.002649ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017874ms, SerializeExports=0.025824ms, SerializeBulkData=0.008609ms, AsyncWrite=0.068534ms, UnaccountedTime=1.118686ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_Idle0005.uasset, AllOfLoadPackage_Duration=0.670083ms, AllOfLoadPackage_HitCount=17, ResolveRedirectors_Duration=0.001319ms, ResolveRedirectors_HitCount=17, CacheForCookedPlatformData_Duration=3.367316ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.061911ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.259228ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.395626ms, SaveCookedPackage_HitCount=1, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId800B30BD4C56B7436BEC3C88C7756F0C_279, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_6A64BD384E24E8F58EF9B3884B81D__D332F7725668C7C4A58FDCF7DDCB26F2FDE060C7, StartTime=2015.11.29-16.32.36, HierarchicalDDC, Duration=0.267174ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId800B30BD4C56B7436BEC3C88C7756F0C_280, CachedDataProbablyExists, Parent=DDCTransactionId800B30BD4C56B7436BEC3C88C7756F0C_279, StartTime=2015.11.29-16.32.36, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.243004ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId0A18DB2E45709492BBFAF39E270CF7C0_50, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_6A64BD384E24E8F58EF9B3884B81D__D332F7725668C7C4A58FDCF7DDCB26F2FDE060C7, StartTime=2015.11.29-16.32.36, HierarchicalDDC, DataSize=7196 bytes, Retrieved=true, Duration=0.212878ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId0A18DB2E45709492BBFAF39E270CF7C0_51, CachedDataProbablyExists, Parent=DDCTransactionId0A18DB2E45709492BBFAF39E270CF7C0_50, StartTime=2015.11.29-16.32.36, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.064228ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
DDCTransactionId0A18DB2E45709492BBFAF39E270CF7C0_52, GetCachedData, Parent=DDCTransactionId0A18DB2E45709492BBFAF39E270CF7C0_50, StartTime=2015.11.29-16.32.36, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.109583ms, RunGuid=RunIDC7FDF31D49C1B7184E551EA6CF40A159
