DDCTransactionId68DF1F95497BBC7EDF9E359C7D080304_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.10.28-21.57.21, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=1.498424ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
SavePackageTransactionId70BA007A4C69FE604B747E9CB953F123_24, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/Widget3DPassThrough_Opaque.uasset, FlushAsyncLoading=0.009600ms, FlushStreamingFunc=0.004634ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.093691ms, TagPackageExports=0.089720ms, BeginCacheForCookedPlatformData=0.003643ms, SerializeImports=0.107929ms, GatherLocalizableTextData=0.003308ms, MarkNames=0.005629ms, SerializeSummary=0.008609ms, SerializeNames=0.042047ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.011586ms, SortExportsNonSeekfree=0.003643ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.401255ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.006951ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012912ms, SerializeExports=0.135079ms, SerializeBulkData=0.008937ms, AsyncWrite=0.061911ms, UnaccountedTime=0.081774ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
SavePackageTransactionId70BA007A4C69FE604B747E9CB953F123_25, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/Widget3DPassThrough_Opaque_OneSided.uasset, FlushAsyncLoading=0.004638ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002317ms, ResetLoadersForSaveUnMarkAllObjects=0.069857ms, TagPackageExports=0.066876ms, BeginCacheForCookedPlatformData=0.002980ms, SerializeImports=0.079457ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003640ms, SerializeSummary=0.006292ms, SerializeNames=0.036418ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.010926ms, SortExportsNonSeekfree=0.003640ms, SortExportsSeekfreeConstructor=0.007287ms, SortExportsSeekfreeInner=0.161231ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.005957ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001654ms, SerializeStringAssetReferenceMap=0.001658ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010595ms, SerializeExports=0.096008ms, SerializeBulkData=0.007946ms, AsyncWrite=0.052970ms, UnaccountedTime=0.073500ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
SavePackageTransactionId70BA007A4C69FE604B747E9CB953F123_26, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/Widget3DPassThrough_Masked.uasset, FlushAsyncLoading=0.003643ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.001986ms, ResetLoadersForSaveUnMarkAllObjects=0.068530ms, TagPackageExports=0.110906ms, BeginCacheForCookedPlatformData=0.002980ms, SerializeImports=0.128455ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004303ms, SerializeSummary=0.006624ms, SerializeNames=0.046678ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.010263ms, SortExportsNonSeekfree=0.003640ms, SortExportsSeekfreeConstructor=0.006955ms, SortExportsSeekfreeInner=0.396620ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.006620ms, SerializeImportMap=0.003640ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001658ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012580ms, SerializeExports=0.211220ms, SerializeBulkData=0.011921ms, AsyncWrite=0.064559ms, UnaccountedTime=0.077471ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
SavePackageTransactionId70BA007A4C69FE604B747E9CB953F123_27, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/Widget3DPassThrough_Masked_OneSided.uasset, FlushAsyncLoading=0.004966ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002649ms, ResetLoadersForSaveUnMarkAllObjects=0.071842ms, TagPackageExports=0.115212ms, BeginCacheForCookedPlatformData=0.003643ms, SerializeImports=0.130773ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.004634ms, SerializeSummary=0.006620ms, SerializeNames=0.048008ms, SerializeGatherableTextData=0.002317ms, BuildExportMap=0.011917ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.225790ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.006292ms, SerializeImportMap=0.165537ms, SerializeExportMap=0.006620ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001658ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019532ms, SerializeExports=0.198312ms, SerializeBulkData=0.009932ms, AsyncWrite=0.083100ms, UnaccountedTime=0.092365ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
SavePackageTransactionId70BA007A4C69FE604B747E9CB953F123_28, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineDamageTypes/DmgTypeBP_Environmental.uasset, FlushAsyncLoading=0.005629ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.002977ms, ResetLoadersForSaveUnMarkAllObjects=0.073500ms, TagPackageExports=0.101969ms, BeginCacheForCookedPlatformData=0.005960ms, SerializeImports=0.127129ms, GatherLocalizableTextData=0.003643ms, MarkNames=0.004634ms, SerializeSummary=0.008941ms, SerializeNames=0.014897ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.017878ms, SortExportsNonSeekfree=0.005629ms, SortExportsSeekfreeConstructor=0.009600ms, SortExportsSeekfreeInner=0.143353ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.007946ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011921ms, SerializeExports=0.011586ms, SerializeBulkData=0.007283ms, AsyncWrite=0.132762ms, UnaccountedTime=0.106603ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
SavePackageTransactionId70BA007A4C69FE604B747E9CB953F123_29, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMeshes/Sphere.uasset, FlushAsyncLoading=0.005625ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.135075ms, TagPackageExports=0.048336ms, BeginCacheForCookedPlatformData=0.003640ms, SerializeImports=0.060920ms, GatherLocalizableTextData=0.002977ms, MarkNames=0.004306ms, SerializeSummary=0.007283ms, SerializeNames=0.024829ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.013571ms, SortExportsNonSeekfree=0.007283ms, SortExportsSeekfreeConstructor=0.007287ms, SortExportsSeekfreeInner=0.358548ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.006951ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001658ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013571ms, SerializeExports=0.130113ms, SerializeBulkData=0.009932ms, AsyncWrite=0.061247ms, UnaccountedTime=0.083759ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionId68DF1F95497BBC7EDF9E359C7D080304_126, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_C13BD2BB45C48968C13E6F8322E0CF1A_0__A856BDB1C74F641C3E5A497386077ABA922667E4, StartTime=2015.10.28-21.57.26, HierarchicalDDC, Duration=0.012912ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
SavePackageTransactionId70BA007A4C69FE604B747E9CB953F123_30, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineFonts/RobotoDistanceField.uasset, FlushAsyncLoading=0.006624ms, FlushStreamingFunc=0.004634ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.087403ms, TagPackageExports=0.100978ms, BeginCacheForCookedPlatformData=0.051644ms, SerializeImports=0.085086ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.004634ms, SerializeSummary=0.010926ms, SerializeNames=0.034433ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.011917ms, SortExportsNonSeekfree=0.005960ms, SortExportsSeekfreeConstructor=0.009269ms, SortExportsSeekfreeInner=0.307899ms, SortExportsSeekfree=0.003640ms, BuildDependencyMap=0.007946ms, SerializeImportMap=0.002977ms, SerializeExportMap=0.002321ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015229ms, SerializeExports=0.103295ms, SerializeBulkData=0.009604ms, AsyncWrite=0.095014ms, UnaccountedTime=0.164874ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionIdC2B0A7E54B9D3CCA78C947AED5125AC3_7, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_G8_C13BD2BB45C48968C13E6F8322E0CF1A_0__A856BDB1C74F641C3E5A497386077ABA922667E4, StartTime=2015.10.28-21.57.26, HierarchicalDDC, DataSize=131375 bytes, Retrieved=true, Duration=1.547091ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
SavePackageTransactionId70BA007A4C69FE604B747E9CB953F123_31, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineMaterials/DefaultTextMaterialOpaque.uasset, FlushAsyncLoading=0.004966ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.079788ms, TagPackageExports=0.393312ms, BeginCacheForCookedPlatformData=0.006288ms, SerializeImports=0.437014ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.004966ms, SerializeSummary=0.007946ms, SerializeNames=0.084423ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.035424ms, SortExportsNonSeekfree=0.014897ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=0.820395ms, SortExportsSeekfree=0.003308ms, BuildDependencyMap=0.007946ms, SerializeImportMap=0.003640ms, SerializeExportMap=0.002980ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001658ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013243ms, SerializeExports=0.628371ms, SerializeBulkData=0.009932ms, AsyncWrite=0.097003ms, UnaccountedTime=0.095680ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionId68DF1F95497BBC7EDF9E359C7D080304_127, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_D0FECEC94BB5E3DA0C23C4AB41A933F__26A4750DDEE85082D5E426AC2FC0FB509DBC0E30, StartTime=2015.10.28-21.57.26, HierarchicalDDC, Duration=0.011258ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
SavePackageTransactionId70BA007A4C69FE604B747E9CB953F123_32, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorResources/S_Trigger.uasset, FlushAsyncLoading=0.004634ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.002649ms, ResetLoadersForSaveUnMarkAllObjects=0.071842ms, TagPackageExports=0.080451ms, BeginCacheForCookedPlatformData=0.042044ms, SerializeImports=0.061911ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003643ms, SerializeSummary=0.008937ms, SerializeNames=0.016224ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.009600ms, SortExportsNonSeekfree=0.003975ms, SortExportsSeekfreeConstructor=0.009600ms, SortExportsSeekfreeInner=0.173811ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.005960ms, SerializeImportMap=0.007283ms, SerializeExportMap=0.003312ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013575ms, SerializeExports=0.053633ms, SerializeBulkData=0.202615ms, AsyncWrite=0.204269ms, UnaccountedTime=0.511505ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionIdC2B0A7E54B9D3CCA78C947AED5125AC3_8, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_D0FECEC94BB5E3DA0C23C4AB41A933F__26A4750DDEE85082D5E426AC2FC0FB509DBC0E30, StartTime=2015.10.28-21.57.26, HierarchicalDDC, DataSize=22958 bytes, Retrieved=true, Duration=0.219166ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionId9BF31AD7424EA6B48CD3479B5E9C59E2_12, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_D0FECEC94BB5E3DA0C23C4AB41A933F__A74983DD16C9F19298E271B929B3C0B3FE13FC9E, StartTime=2015.10.28-21.57.26, HierarchicalDDC, DataSize=65797 bytes, Retrieved=true, Duration=0.184737ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionId0C7646764CC989FD6582729E93123F4E_5, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_D0FECEC94BB5E3DA0C23C4AB41A933F__BCC05532D8752724EDE6B77A32222320BD230C00, StartTime=2015.10.28-21.57.26, HierarchicalDDC, DataSize=262405 bytes, Retrieved=true, Duration=0.605859ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionId68DF1F95497BBC7EDF9E359C7D080304_128, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_C6F046E346DE53E9987E70930FC6D31__2BC58C7103301983DEFA01C3C389866FD917AABF, StartTime=2015.10.28-21.57.26, HierarchicalDDC, Duration=0.010263ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
SavePackageTransactionId70BA007A4C69FE604B747E9CB953F123_33, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineResources/GradientTexture0.uasset, FlushAsyncLoading=0.005629ms, FlushStreamingFunc=0.003308ms, BlockTillAllRequestsFinished=0.003975ms, ResetLoadersForSaveUnMarkAllObjects=0.107266ms, TagPackageExports=0.062574ms, BeginCacheForCookedPlatformData=0.039395ms, SerializeImports=0.056945ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.004634ms, SerializeSummary=0.009272ms, SerializeNames=0.018541ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.008941ms, SortExportsNonSeekfree=0.003640ms, SortExportsSeekfreeConstructor=0.009932ms, SortExportsSeekfreeInner=0.164211ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.006292ms, SerializeImportMap=0.002645ms, SerializeExportMap=0.001989ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010926ms, SerializeExports=0.051316ms, SerializeBulkData=0.007946ms, AsyncWrite=0.059921ms, UnaccountedTime=0.129119ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionId0C7646764CC989FD6582729E93123F4E_6, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_C6F046E346DE53E9987E70930FC6D31__2BC58C7103301983DEFA01C3C389866FD917AABF, StartTime=2015.10.28-21.57.26, HierarchicalDDC, DataSize=5952 bytes, Retrieved=true, Duration=0.110909ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionId68DF1F95497BBC7EDF9E359C7D080304_129, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_1EC0B18B47E75959952584B5D8D9E__5D32C5A80AA193E64972D68AD2859B2FE31550F2, StartTime=2015.10.28-21.57.26, HierarchicalDDC, Duration=0.012580ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionId0C7646764CC989FD6582729E93123F4E_7, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_1EC0B18B47E75959952584B5D8D9E__5D32C5A80AA193E64972D68AD2859B2FE31550F2, StartTime=2015.10.28-21.57.26, HierarchicalDDC, DataSize=1186 bytes, Retrieved=true, Duration=0.085086ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
SavePackageTransactionId70BA007A4C69FE604B747E9CB953F123_34, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EngineResources/Black.uasset, FlushAsyncLoading=0.004966ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.071511ms, TagPackageExports=0.048336ms, BeginCacheForCookedPlatformData=0.036418ms, SerializeImports=0.050984ms, GatherLocalizableTextData=0.002317ms, MarkNames=0.003312ms, SerializeSummary=0.006951ms, SerializeNames=0.012580ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.008278ms, SortExportsNonSeekfree=0.003975ms, SortExportsSeekfreeConstructor=0.008605ms, SortExportsSeekfreeInner=0.148650ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.005297ms, SerializeImportMap=0.002321ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001658ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.008937ms, SerializeExports=0.048667ms, SerializeBulkData=0.007614ms, AsyncWrite=0.047673ms, UnaccountedTime=40.679924ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionId68DF1F95497BBC7EDF9E359C7D080304_130, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3D7D3365419CADDBF5E531B12CF16__6A7B01AEE16F6689DBB96D25DC6090F9194BA503, StartTime=2015.10.28-21.57.26, HierarchicalDDC, Duration=0.015229ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionId0C7646764CC989FD6582729E93123F4E_8, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3D7D3365419CADDBF5E531B12CF16__6A7B01AEE16F6689DBB96D25DC6090F9194BA503, StartTime=2015.10.28-21.57.26, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=0.117529ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
SavePackageTransactionId70BA007A4C69FE604B747E9CB953F123_35, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/MatineeGroups/MAT_Groups_Float.uasset, FlushAsyncLoading=0.004638ms, FlushStreamingFunc=0.002977ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.075486ms, TagPackageExports=0.048667ms, BeginCacheForCookedPlatformData=0.036415ms, SerializeImports=0.053637ms, GatherLocalizableTextData=0.002977ms, MarkNames=0.003643ms, SerializeSummary=0.008609ms, SerializeNames=0.013240ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.008937ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.009935ms, SortExportsSeekfreeInner=0.162885ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.006292ms, SerializeImportMap=0.002317ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010263ms, SerializeExports=0.048999ms, SerializeBulkData=0.007946ms, AsyncWrite=0.049658ms, UnaccountedTime=0.135411ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionId68DF1F95497BBC7EDF9E359C7D080304_131, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3CAC1F094FB87A98E53D7D8A24643__3A85A09039B6AD8559F26F65747FEBEFBD24B5B9, StartTime=2015.10.28-21.57.26, HierarchicalDDC, Duration=0.012249ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
SavePackageTransactionId70BA007A4C69FE604B747E9CB953F123_36, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/MatineeGroups/MAT_Groups_Director.uasset, FlushAsyncLoading=0.003975ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002317ms, ResetLoadersForSaveUnMarkAllObjects=0.060253ms, TagPackageExports=0.052307ms, BeginCacheForCookedPlatformData=0.037082ms, SerializeImports=0.049990ms, GatherLocalizableTextData=0.002321ms, MarkNames=0.003308ms, SerializeSummary=0.006292ms, SerializeNames=0.011254ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.007283ms, SortExportsNonSeekfree=0.003640ms, SortExportsSeekfreeConstructor=0.007618ms, SortExportsSeekfreeInner=0.144675ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.004634ms, SerializeImportMap=0.002317ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001658ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.008941ms, SerializeExports=0.045355ms, SerializeBulkData=0.007283ms, AsyncWrite=1.907296ms, UnaccountedTime=0.182420ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionId68DF1F95497BBC7EDF9E359C7D080304_132, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3CAC1F094FB87A98E53D7D8A24643__3A85A09039B6AD8559F26F65747FEBEFBD24B5B9, StartTime=2015.10.28-21.57.26, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=0.087071ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionId68DF1F95497BBC7EDF9E359C7D080304_133, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_33CBEF834D7D60ED9D58E5940B7B2__2EA21D0E0D627040AB0EE72C6A2477941EA9B804, StartTime=2015.10.28-21.57.26, HierarchicalDDC, Duration=0.010926ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionId9BF31AD7424EA6B48CD3479B5E9C59E2_13, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_33CBEF834D7D60ED9D58E5940B7B2__2EA21D0E0D627040AB0EE72C6A2477941EA9B804, StartTime=2015.10.28-21.57.26, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=0.093363ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
SavePackageTransactionId70BA007A4C69FE604B747E9CB953F123_37, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/MatineeGroups/MAT_Groups_Event.uasset, FlushAsyncLoading=0.006955ms, FlushStreamingFunc=0.003971ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.087399ms, TagPackageExports=0.252277ms, BeginCacheForCookedPlatformData=0.042707ms, SerializeImports=0.057276ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003640ms, SerializeSummary=0.009932ms, SerializeNames=0.013907ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.009932ms, SortExportsNonSeekfree=0.004306ms, SortExportsSeekfreeConstructor=0.010263ms, SortExportsSeekfreeInner=0.162221ms, SortExportsSeekfree=0.002321ms, BuildDependencyMap=0.006288ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010926ms, SerializeExports=0.048667ms, SerializeBulkData=0.007614ms, AsyncWrite=0.053633ms, UnaccountedTime=0.136402ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionId68DF1F95497BBC7EDF9E359C7D080304_134, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_CBF5B13548AB62E6A9ADA387D1FEB__6FD982ED4C711D807EA0AEC0C9C322B8B2691824, StartTime=2015.10.28-21.57.26, HierarchicalDDC, Duration=0.010591ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionId0C7646764CC989FD6582729E93123F4E_9, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_CBF5B13548AB62E6A9ADA387D1FEB__6FD982ED4C711D807EA0AEC0C9C322B8B2691824, StartTime=2015.10.28-21.57.26, HierarchicalDDC, DataSize=822 bytes, Retrieved=true, Duration=0.114881ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
SavePackageTransactionId70BA007A4C69FE604B747E9CB953F123_38, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMaterials/MatineeGroups/MAT_Groups_Anim.uasset, FlushAsyncLoading=0.004966ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002649ms, ResetLoadersForSaveUnMarkAllObjects=0.067208ms, TagPackageExports=0.048004ms, BeginCacheForCookedPlatformData=0.036418ms, SerializeImports=0.049990ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.002980ms, SerializeSummary=0.006620ms, SerializeNames=0.011589ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.007614ms, SortExportsNonSeekfree=0.003975ms, SortExportsSeekfreeConstructor=0.008274ms, SortExportsSeekfreeInner=0.150967ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.004966ms, SerializeImportMap=0.002317ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001658ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.008941ms, SerializeExports=0.046350ms, SerializeBulkData=0.007283ms, AsyncWrite=0.050653ms, UnaccountedTime=18.647533ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
DDCTransactionId68DF1F95497BBC7EDF9E359C7D080304_135, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_E38B68B34F759D23C6E5CD925E4D1__0CE220EB3D4FD3B5ACE81675281E08167F8FFB90, StartTime=2015.10.28-21.57.26, HierarchicalDDC, Duration=0.010259ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
