DDCTransactionId68DF1F95497BBC7EDF9E359C7D080304_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.10.28-21.57.21, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=1.498424ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Mannequin/Character/Materials/MaterialLayers/ML_GlossyBlack_Latex_UE4.uasset, AllOfLoadPackage_Duration=0.044033ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000000ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.004306ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.030458ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.017215ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=352.733497ms, SaveCookedPackage_HitCount=1, RunGuid=RunID51FE024348890DF69848A7A541091D14
SavePackageTransactionId70BA007A4C69FE604B747E9CB953F123_232, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Mannequin/Character/Materials/MaterialLayers/ML_GlossyBlack_Latex_UE4.uasset, FlushAsyncLoading=0.009269ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.002317ms, ResetLoadersForSaveUnMarkAllObjects=0.116538ms, TagPackageExports=0.072174ms, BeginCacheForCookedPlatformData=0.003971ms, SerializeImports=0.116207ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.007946ms, SerializeSummary=0.006620ms, SerializeNames=0.051647ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.070188ms, SortExportsNonSeekfree=0.079125ms, SortExportsSeekfreeConstructor=0.006955ms, SortExportsSeekfreeInner=0.406552ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.010595ms, SerializeImportMap=0.003975ms, SerializeExportMap=0.003971ms, SerializeDependencyMap=0.002649ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012912ms, SerializeExports=0.068530ms, SerializeBulkData=0.007946ms, AsyncWrite=0.070188ms, UnaccountedTime=350.878510ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Mannequin/Character/Materials/M_UE4Man_ChestLogo.uasset, AllOfLoadPackage_Duration=0.167854ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.004966ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.041384ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.018205ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=9.779815ms, SaveCookedPackage_HitCount=1, RunGuid=RunID51FE024348890DF69848A7A541091D14
SavePackageTransactionId70BA007A4C69FE604B747E9CB953F123_233, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Mannequin/Character/Materials/M_UE4Man_ChestLogo.uasset, FlushAsyncLoading=0.014234ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.158250ms, TagPackageExports=1.468297ms, BeginCacheForCookedPlatformData=0.013575ms, SerializeImports=1.306735ms, GatherLocalizableTextData=0.008937ms, MarkNames=0.006292ms, SerializeSummary=0.011586ms, SerializeNames=0.089061ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.018209ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=1.538154ms, SortExportsSeekfree=0.006951ms, BuildDependencyMap=0.010263ms, SerializeImportMap=0.004966ms, SerializeExportMap=0.003308ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.025164ms, SerializeExports=1.941394ms, SerializeBulkData=0.024501ms, AsyncWrite=0.425756ms, UnaccountedTime=0.207912ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Mannequin/Character/Materials/M_UE4Man_Body.uasset, AllOfLoadPackage_Duration=0.053301ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000663ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.012252ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.048336ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.024498ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=10.207556ms, SaveCookedPackage_HitCount=1, RunGuid=RunID51FE024348890DF69848A7A541091D14
SavePackageTransactionId70BA007A4C69FE604B747E9CB953F123_234, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Mannequin/Character/Materials/M_UE4Man_Body.uasset, FlushAsyncLoading=0.019532ms, FlushStreamingFunc=0.003975ms, BlockTillAllRequestsFinished=0.003308ms, ResetLoadersForSaveUnMarkAllObjects=0.183083ms, TagPackageExports=1.007777ms, BeginCacheForCookedPlatformData=0.007946ms, SerializeImports=1.183577ms, GatherLocalizableTextData=0.003971ms, MarkNames=0.010926ms, SerializeSummary=0.010595ms, SerializeNames=0.141367ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.146996ms, SortExportsNonSeekfree=0.179440ms, SortExportsSeekfreeConstructor=0.008605ms, SortExportsSeekfreeInner=1.592450ms, SortExportsSeekfree=0.003971ms, BuildDependencyMap=0.014570ms, SerializeImportMap=0.007283ms, SerializeExportMap=0.005629ms, SerializeDependencyMap=0.002980ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017878ms, SerializeExports=2.391983ms, SerializeBulkData=0.026155ms, AsyncWrite=0.518456ms, UnaccountedTime=0.238370ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Mannequin/Animations/ThirdPerson_Jump.uasset, AllOfLoadPackage_Duration=0.051316ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.004966ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.046682ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.011589ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.486175ms, SaveCookedPackage_HitCount=1, RunGuid=RunID51FE024348890DF69848A7A541091D14
SavePackageTransactionId70BA007A4C69FE604B747E9CB953F123_235, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Mannequin/Animations/ThirdPerson_Jump.uasset, FlushAsyncLoading=0.014570ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.149645ms, TagPackageExports=0.038072ms, BeginCacheForCookedPlatformData=0.002980ms, SerializeImports=0.055619ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.004306ms, SerializeSummary=0.009269ms, SerializeNames=0.039067ms, SerializeGatherableTextData=0.003312ms, BuildExportMap=0.012912ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.008937ms, SortExportsSeekfreeInner=0.337362ms, SortExportsSeekfree=0.003643ms, BuildDependencyMap=0.007283ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014570ms, SerializeExports=0.050321ms, SerializeBulkData=0.008278ms, AsyncWrite=0.059262ms, UnaccountedTime=0.081774ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Mannequin/Animations/ThirdPerson_IdleRun_2D.uasset, AllOfLoadPackage_Duration=0.039730ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.001986ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.036087ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.009932ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.391485ms, SaveCookedPackage_HitCount=1, RunGuid=RunID51FE024348890DF69848A7A541091D14
SavePackageTransactionId70BA007A4C69FE604B747E9CB953F123_236, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Mannequin/Animations/ThirdPerson_IdleRun_2D.uasset, FlushAsyncLoading=0.011586ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.122163ms, TagPackageExports=0.015892ms, BeginCacheForCookedPlatformData=0.002980ms, SerializeImports=0.030126ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.005629ms, SerializeSummary=0.006624ms, SerializeNames=0.030126ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.037082ms, SortExportsNonSeekfree=0.003640ms, SortExportsSeekfreeConstructor=0.007283ms, SortExportsSeekfreeInner=0.324119ms, SortExportsSeekfree=0.003643ms, BuildDependencyMap=0.006288ms, SerializeImportMap=0.003640ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001322ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012912ms, SerializeExports=0.019863ms, SerializeBulkData=0.006955ms, AsyncWrite=0.052311ms, UnaccountedTime=0.066876ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Mannequin/Animations/ThirdPerson_AnimBP.uasset, AllOfLoadPackage_Duration=0.039726ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.202287ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.034433ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.274789ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=17.190821ms, SaveCookedPackage_HitCount=1, RunGuid=RunID51FE024348890DF69848A7A541091D14
SavePackageTransactionId70BA007A4C69FE604B747E9CB953F123_237, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Mannequin/Animations/ThirdPerson_AnimBP.uasset, FlushAsyncLoading=0.011258ms, FlushStreamingFunc=0.002977ms, BlockTillAllRequestsFinished=0.002317ms, ResetLoadersForSaveUnMarkAllObjects=0.162557ms, TagPackageExports=6.157908ms, BeginCacheForCookedPlatformData=0.019532ms, SerializeImports=0.285715ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.022512ms, SerializeSummary=0.010263ms, SerializeNames=0.132095ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.198971ms, SortExportsNonSeekfree=0.621419ms, SortExportsSeekfreeConstructor=0.013243ms, SortExportsSeekfreeInner=1.383871ms, SortExportsSeekfree=0.005629ms, BuildDependencyMap=0.025824ms, SerializeImportMap=0.007946ms, SerializeExportMap=0.009272ms, SerializeDependencyMap=0.003975ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.021849ms, SerializeExports=0.108924ms, SerializeBulkData=0.008605ms, AsyncWrite=0.081442ms, UnaccountedTime=0.100978ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Mannequin/Animations/ThirdPersonWalk.uasset, AllOfLoadPackage_Duration=0.047345ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.003975ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.042707ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.016555ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=176.176053ms, SaveCookedPackage_HitCount=1, RunGuid=RunID51FE024348890DF69848A7A541091D14
SavePackageTransactionId70BA007A4C69FE604B747E9CB953F123_238, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Mannequin/Animations/ThirdPersonWalk.uasset, FlushAsyncLoading=0.014238ms, FlushStreamingFunc=0.003971ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.139710ms, TagPackageExports=0.060920ms, BeginCacheForCookedPlatformData=0.003640ms, SerializeImports=0.074159ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.004306ms, SerializeSummary=0.006951ms, SerializeNames=0.023838ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.011258ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.335373ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.005629ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012580ms, SerializeExports=0.070520ms, SerializeBulkData=0.007614ms, AsyncWrite=0.051647ms, UnaccountedTime=174.609100ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Mannequin/Animations/ThirdPersonRun.uasset, AllOfLoadPackage_Duration=0.076808ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.004634ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.049993ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.015561ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.856308ms, SaveCookedPackage_HitCount=1, RunGuid=RunID51FE024348890DF69848A7A541091D14
SavePackageTransactionId70BA007A4C69FE604B747E9CB953F123_239, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Mannequin/Animations/ThirdPersonRun.uasset, FlushAsyncLoading=0.024166ms, FlushStreamingFunc=0.003975ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.164874ms, TagPackageExports=0.051647ms, BeginCacheForCookedPlatformData=0.003308ms, SerializeImports=0.079457ms, GatherLocalizableTextData=0.003643ms, MarkNames=0.004303ms, SerializeSummary=0.046682ms, SerializeNames=0.030790ms, SerializeGatherableTextData=0.002317ms, BuildExportMap=0.015229ms, SortExportsNonSeekfree=0.004306ms, SortExportsSeekfreeConstructor=0.008937ms, SortExportsSeekfreeInner=0.403244ms, SortExportsSeekfree=0.008941ms, BuildDependencyMap=0.008937ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.021853ms, SerializeExports=0.064228ms, SerializeBulkData=0.008605ms, AsyncWrite=0.070520ms, UnaccountedTime=0.074159ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Mannequin/Animations/ThirdPersonJump_Start.uasset, AllOfLoadPackage_Duration=0.063896ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.004966ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.048999ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.015233ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.005953ms, SaveCookedPackage_HitCount=1, RunGuid=RunID51FE024348890DF69848A7A541091D14
SavePackageTransactionId70BA007A4C69FE604B747E9CB953F123_240, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Mannequin/Animations/ThirdPersonJump_Start.uasset, FlushAsyncLoading=0.014897ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003971ms, ResetLoadersForSaveUnMarkAllObjects=0.156265ms, TagPackageExports=0.044364ms, BeginCacheForCookedPlatformData=0.002980ms, SerializeImports=0.060253ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.003971ms, SerializeSummary=0.007287ms, SerializeNames=0.026483ms, SerializeGatherableTextData=0.002317ms, BuildExportMap=0.012580ms, SortExportsNonSeekfree=0.003975ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.726700ms, SortExportsSeekfree=0.006620ms, BuildDependencyMap=0.008278ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017550ms, SerializeExports=0.056613ms, SerializeBulkData=0.007614ms, AsyncWrite=0.071179ms, UnaccountedTime=0.111569ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Mannequin/Animations/ThirdPersonJump_Loop.uasset, AllOfLoadPackage_Duration=0.057608ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000000ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.021521ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.069857ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.021517ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.187710ms, SaveCookedPackage_HitCount=1, RunGuid=RunID51FE024348890DF69848A7A541091D14
SavePackageTransactionId70BA007A4C69FE604B747E9CB953F123_241, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Mannequin/Animations/ThirdPersonJump_Loop.uasset, FlushAsyncLoading=0.014897ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.003308ms, ResetLoadersForSaveUnMarkAllObjects=0.145674ms, TagPackageExports=0.047673ms, BeginCacheForCookedPlatformData=0.003312ms, SerializeImports=0.064228ms, GatherLocalizableTextData=0.003308ms, MarkNames=0.003975ms, SerializeSummary=0.287037ms, SerializeNames=0.027478ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.012912ms, SortExportsNonSeekfree=0.003975ms, SortExportsSeekfreeConstructor=0.008937ms, SortExportsSeekfreeInner=0.345308ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.006620ms, SerializeImportMap=0.002645ms, SerializeExportMap=0.002321ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001654ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015561ms, SerializeExports=0.061911ms, SerializeBulkData=0.008278ms, AsyncWrite=0.079788ms, UnaccountedTime=0.076145ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Mannequin/Animations/ThirdPersonJump_End.uasset, AllOfLoadPackage_Duration=2.192680ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.003312ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.037078ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.009604ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.489151ms, SaveCookedPackage_HitCount=1, RunGuid=RunID51FE024348890DF69848A7A541091D14
SavePackageTransactionId70BA007A4C69FE604B747E9CB953F123_242, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Mannequin/Animations/ThirdPersonJump_End.uasset, FlushAsyncLoading=0.012249ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.119515ms, TagPackageExports=0.033110ms, BeginCacheForCookedPlatformData=0.002977ms, SerializeImports=0.045359ms, GatherLocalizableTextData=0.002977ms, MarkNames=0.004306ms, SerializeSummary=0.006951ms, SerializeNames=0.020195ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.010923ms, SortExportsNonSeekfree=0.003643ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.304915ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.006288ms, SerializeImportMap=0.002645ms, SerializeExportMap=0.002321ms, SerializeDependencyMap=0.001654ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.012580ms, SerializeExports=0.041712ms, SerializeBulkData=0.007287ms, AsyncWrite=0.050984ms, UnaccountedTime=0.067536ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Mannequin/Animations/ThirdPersonIdle.uasset, AllOfLoadPackage_Duration=0.054628ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000328ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.003643ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.026155ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.012912ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.174139ms, SaveCookedPackage_HitCount=1, RunGuid=RunID51FE024348890DF69848A7A541091D14
SavePackageTransactionId70BA007A4C69FE604B747E9CB953F123_243, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Mannequin/Animations/ThirdPersonIdle.uasset, FlushAsyncLoading=0.013907ms, FlushStreamingFunc=0.003308ms, BlockTillAllRequestsFinished=0.001989ms, ResetLoadersForSaveUnMarkAllObjects=0.328090ms, TagPackageExports=0.096012ms, BeginCacheForCookedPlatformData=0.003640ms, SerializeImports=0.106275ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.003971ms, SerializeSummary=0.007946ms, SerializeNames=0.023838ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.011258ms, SortExportsNonSeekfree=0.003640ms, SortExportsSeekfreeConstructor=0.017550ms, SortExportsSeekfreeInner=0.389669ms, SortExportsSeekfree=0.005297ms, BuildDependencyMap=0.007614ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.016551ms, SerializeExports=0.106934ms, SerializeBulkData=0.007946ms, AsyncWrite=0.062574ms, UnaccountedTime=0.075813ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Geometry/Meshes/TemplateFloor.uasset, AllOfLoadPackage_Duration=0.044364ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.004634ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.046019ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.012249ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.789930ms, SaveCookedPackage_HitCount=1, RunGuid=RunID51FE024348890DF69848A7A541091D14
SavePackageTransactionId70BA007A4C69FE604B747E9CB953F123_244, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Geometry/Meshes/TemplateFloor.uasset, FlushAsyncLoading=0.013571ms, FlushStreamingFunc=0.003975ms, BlockTillAllRequestsFinished=0.003308ms, ResetLoadersForSaveUnMarkAllObjects=0.128128ms, TagPackageExports=0.084091ms, BeginCacheForCookedPlatformData=0.004306ms, SerializeImports=0.100642ms, GatherLocalizableTextData=0.005297ms, MarkNames=0.005629ms, SerializeSummary=0.008941ms, SerializeNames=0.034429ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.017878ms, SortExportsNonSeekfree=0.008605ms, SortExportsSeekfreeConstructor=0.008941ms, SortExportsSeekfreeInner=0.654194ms, SortExportsSeekfree=0.003971ms, BuildDependencyMap=0.007946ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015561ms, SerializeExports=0.069194ms, SerializeBulkData=0.008937ms, AsyncWrite=0.072174ms, UnaccountedTime=0.076808ms, RunGuid=RunID51FE024348890DF69848A7A541091D14
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/Geometry/Meshes/CubeMaterial.uasset, AllOfLoadPackage_Duration=0.401590ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000659ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.009272ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.040721ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.019535ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=173.406649ms, SaveCookedPackage_HitCount=1, RunGuid=RunID51FE024348890DF69848A7A541091D14
