DDCTransactionIdC0BE4B444CC7A8DB87350287DECF0A42_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.10.28-21.45.02, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.547260ms, RunGuid=RunID92CB4067408744C8191967981213F120
DDCTransactionIdC0BE4B444CC7A8DB87350287DECF0A42_191, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_BD2910D742B4B4778E3374B97767851__F910B2E0445BFA5900D0CD3EC9C80B5608789FD4, StartTime=2015.10.28-21.45.25, HierarchicalDDC, Duration=0.010263ms, RunGuid=RunID92CB4067408744C8191967981213F120
DDCTransactionId847D1FF64FACBBEA883FF99E62B9E9FB_35, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_BD2910D742B4B4778E3374B97767851__F910B2E0445BFA5900D0CD3EC9C80B5608789FD4, StartTime=2015.10.28-21.45.25, HierarchicalDDC, DataSize=262456 bytes, Retrieved=true, Duration=0.697896ms, RunGuid=RunID92CB4067408744C8191967981213F120
SavePackageTransactionId20805E974E638F7690CCBDA32FF81A5C_191, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/VirtualJoystick_Background.uasset, FlushAsyncLoading=0.015229ms, FlushStreamingFunc=0.004634ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.109915ms, TagPackageExports=0.066545ms, BeginCacheForCookedPlatformData=0.038736ms, SerializeImports=0.056282ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003971ms, SerializeSummary=0.009269ms, SerializeNames=0.018872ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.009272ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.009272ms, SortExportsSeekfreeInner=0.155933ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.006951ms, SerializeImportMap=0.002649ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.001654ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011254ms, SerializeExports=0.092700ms, SerializeBulkData=0.009600ms, AsyncWrite=0.095349ms, UnaccountedTime=0.159245ms, RunGuid=RunID92CB4067408744C8191967981213F120
../../../Engine/Content/MobileResources/HUD/MobileHUDDirectionStick.uasset, AllOfLoadPackage_Duration=23.734756ms, AllOfLoadPackage_HitCount=72, ResolveRedirectors_Duration=0.006620ms, ResolveRedirectors_HitCount=72, CacheForCookedPlatformData_Duration=12.025464ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.036087ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.091374ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.864921ms, SaveCookedPackage_HitCount=1, RunGuid=RunID92CB4067408744C8191967981213F120
DDCTransactionIdC0BE4B444CC7A8DB87350287DECF0A42_192, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_8EDAF7A54E378800FEB2178634331__D89B4B727EE1E1D9A987D925955029B933591292, StartTime=2015.10.28-21.45.25, HierarchicalDDC, Duration=0.012580ms, RunGuid=RunID92CB4067408744C8191967981213F120
DDCTransactionId8509FEE04256E90A05B90B81D9D035F7_37, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_8EDAF7A54E378800FEB2178634331__D89B4B727EE1E1D9A987D925955029B933591292, StartTime=2015.10.28-21.45.25, HierarchicalDDC, DataSize=6014 bytes, Retrieved=true, Duration=11.805963ms, RunGuid=RunID92CB4067408744C8191967981213F120
SavePackageTransactionId20805E974E638F7690CCBDA32FF81A5C_192, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/MobileHUDDirectionStick.uasset, FlushAsyncLoading=0.012912ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.145674ms, TagPackageExports=0.257574ms, BeginCacheForCookedPlatformData=0.075486ms, SerializeImports=0.061907ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003643ms, SerializeSummary=0.009600ms, SerializeNames=0.015229ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.015229ms, SortExportsNonSeekfree=0.005297ms, SortExportsSeekfreeConstructor=0.009932ms, SortExportsSeekfreeInner=0.167850ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.006624ms, SerializeImportMap=0.002317ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.011917ms, SerializeExports=0.051316ms, SerializeBulkData=0.007946ms, AsyncWrite=0.084423ms, UnaccountedTime=0.212546ms, RunGuid=RunID92CB4067408744C8191967981213F120
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/ThirdPersonBP/Blueprints/ThirdPersonGameMode.uasset, AllOfLoadPackage_Duration=7.357042ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.007614ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.036746ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.022177ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=9.543430ms, SaveCookedPackage_HitCount=1, RunGuid=RunID92CB4067408744C8191967981213F120
SavePackageTransactionId20805E974E638F7690CCBDA32FF81A5C_193, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/ThirdPersonBP/Blueprints/ThirdPersonGameMode.uasset, FlushAsyncLoading=0.011586ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.090048ms, TagPackageExports=1.018040ms, BeginCacheForCookedPlatformData=0.008278ms, SerializeImports=0.073828ms, GatherLocalizableTextData=0.003643ms, MarkNames=0.008609ms, SerializeSummary=0.009269ms, SerializeNames=0.028141ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.105944ms, SortExportsNonSeekfree=0.019532ms, SortExportsSeekfreeConstructor=0.008941ms, SortExportsSeekfreeInner=6.500565ms, SortExportsSeekfree=0.011254ms, BuildDependencyMap=0.015892ms, SerializeImportMap=0.004303ms, SerializeExportMap=0.003975ms, SerializeDependencyMap=0.002649ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.018872ms, SerializeExports=0.029795ms, SerializeBulkData=0.008941ms, AsyncWrite=0.081111ms, UnaccountedTime=0.111900ms, RunGuid=RunID92CB4067408744C8191967981213F120
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/ThirdPersonBP/Blueprints/ThirdPersonCharacter.uasset, AllOfLoadPackage_Duration=0.061911ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000328ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.430062ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.037082ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=1.011748ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=65.492313ms, SaveCookedPackage_HitCount=1, RunGuid=RunID92CB4067408744C8191967981213F120
SavePackageTransactionId20805E974E638F7690CCBDA32FF81A5C_194, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/ThirdPersonBP/Blueprints/ThirdPersonCharacter.uasset, FlushAsyncLoading=0.012249ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.181757ms, TagPackageExports=23.501682ms, BeginCacheForCookedPlatformData=0.029135ms, SerializeImports=0.828337ms, GatherLocalizableTextData=0.004303ms, MarkNames=0.053965ms, SerializeSummary=0.011921ms, SerializeNames=0.233073ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.558849ms, SortExportsNonSeekfree=2.614792ms, SortExportsSeekfreeConstructor=0.011254ms, SortExportsSeekfreeInner=10.411497ms, SortExportsSeekfree=0.012252ms, BuildDependencyMap=0.072502ms, SerializeImportMap=0.018537ms, SerializeExportMap=0.024170ms, SerializeDependencyMap=0.009600ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.021189ms, SerializeExports=0.301607ms, SerializeBulkData=0.010263ms, AsyncWrite=0.086408ms, UnaccountedTime=0.138387ms, RunGuid=RunID92CB4067408744C8191967981213F120
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/ThirdPersonBP/ThirdPersonOverview.uasset, AllOfLoadPackage_Duration=2.441645ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.002317ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.003971ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.033770ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.012577ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.945700ms, SaveCookedPackage_HitCount=1, RunGuid=RunID92CB4067408744C8191967981213F120
SavePackageTransactionId20805E974E638F7690CCBDA32FF81A5C_195, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/ThirdPersonBP/ThirdPersonOverview.uasset, FlushAsyncLoading=0.011586ms, FlushStreamingFunc=0.003975ms, BlockTillAllRequestsFinished=0.003308ms, ResetLoadersForSaveUnMarkAllObjects=0.093363ms, TagPackageExports=0.146002ms, BeginCacheForCookedPlatformData=0.004966ms, SerializeImports=0.144675ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.005297ms, SerializeSummary=0.008941ms, SerializeNames=0.075150ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.019532ms, SortExportsNonSeekfree=0.005297ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.273794ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.007614ms, SerializeImportMap=0.003308ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001658ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.009932ms, SerializeExports=0.150967ms, SerializeBulkData=0.008941ms, AsyncWrite=0.056945ms, UnaccountedTime=0.073828ms, RunGuid=RunID92CB4067408744C8191967981213F120
DDCTransactionIdC0BE4B444CC7A8DB87350287DECF0A42_193, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf990A4C19__1A74463DA57E6C44FBA8A73C6F0CA361E4D290B0, StartTime=2015.10.28-21.45.25, HierarchicalDDC, DataSize=140822 bytes, Retrieved=true, Duration=55.289394ms, RunGuid=RunID92CB4067408744C8191967981213F120
DDCTransactionIdC0BE4B444CC7A8DB87350287DECF0A42_194, GetCachedData, CacheKey=MATSM_984afa3849534faa8491540b994bd32e_PCD3D_SM4_3__BC5N_DEV_SL_NoDBuf990A4C19__0EC08B54FB28CC4EB1A62C1CD2819717761A6242, StartTime=2015.10.28-21.45.25, HierarchicalDDC, DataSize=109092 bytes, Retrieved=true, Duration=40.339584ms, RunGuid=RunID92CB4067408744C8191967981213F120
DDCTransactionIdC0BE4B444CC7A8DB87350287DECF0A42_195, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_36__27246AA70E1A48788DD9642089772A69C007A779, StartTime=2015.10.28-21.45.25, HierarchicalDDC, DataSize=3129 bytes, Retrieved=true, Duration=0.095349ms, RunGuid=RunID92CB4067408744C8191967981213F120
DDCTransactionIdC0BE4B444CC7A8DB87350287DECF0A42_196, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_1946E97046D56F65528AFD8120B39B2__F9F8DA9D4173399B25FFE81BB44465579D3AEA24, StartTime=2015.10.28-21.45.25, HierarchicalDDC, DataSize=1040 bytes, Retrieved=true, Duration=0.211887ms, RunGuid=RunID92CB4067408744C8191967981213F120
DDCTransactionIdC0BE4B444CC7A8DB87350287DECF0A42_197, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_1946E97046D56F655__F5A9E0C7C2CE78DCDC264B1CBFD4130742684CCF, StartTime=2015.10.28-21.45.25, HierarchicalDDC, DataSize=1741 bytes, Retrieved=true, Duration=0.066545ms, RunGuid=RunID92CB4067408744C8191967981213F120
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/ThirdPerson/Meshes/RightArm_StaticMesh.uasset, AllOfLoadPackage_Duration=192.957669ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.005294ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.036087ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.016220ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.077464ms, SaveCookedPackage_HitCount=1, RunGuid=RunID92CB4067408744C8191967981213F120
SavePackageTransactionId20805E974E638F7690CCBDA32FF81A5C_196, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/ThirdPerson/Meshes/RightArm_StaticMesh.uasset, FlushAsyncLoading=0.010263ms, FlushStreamingFunc=0.004306ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.154942ms, TagPackageExports=0.049327ms, BeginCacheForCookedPlatformData=0.004306ms, SerializeImports=0.067867ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.005297ms, SerializeSummary=0.009932ms, SerializeNames=0.035424ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.018205ms, SortExportsNonSeekfree=0.007946ms, SortExportsSeekfreeConstructor=0.007614ms, SortExportsSeekfreeInner=0.654526ms, SortExportsSeekfree=0.003975ms, BuildDependencyMap=0.008937ms, SerializeImportMap=0.003308ms, SerializeExportMap=0.002652ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.018541ms, SerializeExports=0.058930ms, SerializeBulkData=0.008941ms, AsyncWrite=0.077136ms, UnaccountedTime=0.111572ms, RunGuid=RunID92CB4067408744C8191967981213F120
DDCTransactionIdC0BE4B444CC7A8DB87350287DECF0A42_198, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_21__FD6F5A4244842899688BEC8BF9C8EA88E837F109, StartTime=2015.10.28-21.45.25, HierarchicalDDC, DataSize=2801 bytes, Retrieved=true, Duration=52.325985ms, RunGuid=RunID92CB4067408744C8191967981213F120
DDCTransactionIdC0BE4B444CC7A8DB87350287DECF0A42_199, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_C5E423444BFA4DBBB685A785295C14D__BE254BDD896B7E552D964E48C2E2C91160D0E297, StartTime=2015.10.28-21.45.26, HierarchicalDDC, DataSize=936 bytes, Retrieved=true, Duration=0.102963ms, RunGuid=RunID92CB4067408744C8191967981213F120
DDCTransactionIdC0BE4B444CC7A8DB87350287DECF0A42_200, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_C5E423444BFA4DBBB__2E1EF2A74272A051970F87C6D6FD2DD0B31F4245, StartTime=2015.10.28-21.45.26, HierarchicalDDC, DataSize=1357 bytes, Retrieved=true, Duration=0.067208ms, RunGuid=RunID92CB4067408744C8191967981213F120
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/ThirdPerson/Meshes/Ramp_StaticMesh.uasset, AllOfLoadPackage_Duration=98.226555ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000328ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.005297ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.036746ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.014901ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.986422ms, SaveCookedPackage_HitCount=1, RunGuid=RunID92CB4067408744C8191967981213F120
SavePackageTransactionId20805E974E638F7690CCBDA32FF81A5C_197, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/ThirdPerson/Meshes/Ramp_StaticMesh.uasset, FlushAsyncLoading=0.009269ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.151962ms, TagPackageExports=0.048667ms, BeginCacheForCookedPlatformData=0.004306ms, SerializeImports=0.073165ms, GatherLocalizableTextData=0.003643ms, MarkNames=0.005297ms, SerializeSummary=0.010263ms, SerializeNames=0.036746ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.018869ms, SortExportsNonSeekfree=0.007614ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=0.677370ms, SortExportsSeekfree=0.005629ms, BuildDependencyMap=0.010263ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002977ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017546ms, SerializeExports=0.061247ms, SerializeBulkData=0.008941ms, AsyncWrite=0.078797ms, UnaccountedTime=0.100642ms, RunGuid=RunID92CB4067408744C8191967981213F120
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/ThirdPerson/Meshes/RampMaterial.uasset, AllOfLoadPackage_Duration=0.047345ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.009932ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.046682ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.018541ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=3.759634ms, SaveCookedPackage_HitCount=1, RunGuid=RunID92CB4067408744C8191967981213F120
SavePackageTransactionId20805E974E638F7690CCBDA32FF81A5C_198, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/ThirdPerson/Meshes/RampMaterial.uasset, FlushAsyncLoading=0.010263ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.137061ms, TagPackageExports=0.498261ms, BeginCacheForCookedPlatformData=0.011921ms, SerializeImports=0.405893ms, GatherLocalizableTextData=0.003640ms, MarkNames=0.004634ms, SerializeSummary=0.010263ms, SerializeNames=0.066876ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.017218ms, SortExportsNonSeekfree=0.010263ms, SortExportsSeekfreeConstructor=0.015229ms, SortExportsSeekfreeInner=0.665449ms, SortExportsSeekfree=0.004306ms, BuildDependencyMap=0.008605ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.003312ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019863ms, SerializeExports=0.541300ms, SerializeBulkData=0.010926ms, AsyncWrite=0.119183ms, UnaccountedTime=0.109915ms, RunGuid=RunID92CB4067408744C8191967981213F120
DDCTransactionIdC0BE4B444CC7A8DB87350287DECF0A42_201, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_2B__078704A869543F6007730AC958D9B24F6795F6AE, StartTime=2015.10.28-21.45.26, HierarchicalDDC, DataSize=11681 bytes, Retrieved=true, Duration=17.417938ms, RunGuid=RunID92CB4067408744C8191967981213F120
DDCTransactionIdC0BE4B444CC7A8DB87350287DECF0A42_202, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_1B95123C4C944EB647C7AE8B053478C__9A875EE4F365DBB18EAD830C2C2A27EE620CEEE0, StartTime=2015.10.28-21.45.26, HierarchicalDDC, DataSize=3468 bytes, Retrieved=true, Duration=0.201952ms, RunGuid=RunID92CB4067408744C8191967981213F120
DDCTransactionIdC0BE4B444CC7A8DB87350287DECF0A42_203, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_1B95123C4C944EB64__82E9A1D3D6849ADB493A503356407C412D38BE15, StartTime=2015.10.28-21.45.26, HierarchicalDDC, DataSize=6157 bytes, Retrieved=true, Duration=0.084754ms, RunGuid=RunID92CB4067408744C8191967981213F120
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/ThirdPerson/Meshes/Linear_Stair_StaticMesh.uasset, AllOfLoadPackage_Duration=41.282807ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.004966ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.038404ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.016224ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=3.646739ms, SaveCookedPackage_HitCount=1, RunGuid=RunID92CB4067408744C8191967981213F120
SavePackageTransactionId20805E974E638F7690CCBDA32FF81A5C_199, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/ThirdPerson/Meshes/Linear_Stair_StaticMesh.uasset, FlushAsyncLoading=0.011921ms, FlushStreamingFunc=0.004303ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.158913ms, TagPackageExports=0.048999ms, BeginCacheForCookedPlatformData=0.003975ms, SerializeImports=0.067867ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.005297ms, SerializeSummary=0.009932ms, SerializeNames=0.109583ms, SerializeGatherableTextData=0.004303ms, BuildExportMap=0.019867ms, SortExportsNonSeekfree=0.007614ms, SortExportsSeekfreeConstructor=0.008937ms, SortExportsSeekfreeInner=0.645589ms, SortExportsSeekfree=0.004966ms, BuildDependencyMap=0.009269ms, SerializeImportMap=0.003312ms, SerializeExportMap=0.002980ms, SerializeDependencyMap=0.002649ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019204ms, SerializeExports=0.063565ms, SerializeBulkData=0.009600ms, AsyncWrite=0.080779ms, UnaccountedTime=0.111241ms, RunGuid=RunID92CB4067408744C8191967981213F120
DDCTransactionIdC0BE4B444CC7A8DB87350287DECF0A42_204, GetCachedData, CacheKey=STATICMESH_46A8778361B442A9523C54440EA1E9D_8C68575CEF434CA8A9E1DA4AED8A47BB_2E__8CCE2067F35FEB2977A746BCCE07B61698579279, StartTime=2015.10.28-21.45.26, HierarchicalDDC, DataSize=3129 bytes, Retrieved=true, Duration=2.249621ms, RunGuid=RunID92CB4067408744C8191967981213F120
DDCTransactionIdC0BE4B444CC7A8DB87350287DECF0A42_205, GetCachedData, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_FABF49D54B7FF95954CCF7A86751440__73A224852C54BB9355AEB0B12E265F4E56007F4C, StartTime=2015.10.28-21.45.26, HierarchicalDDC, DataSize=1040 bytes, Retrieved=true, Duration=14.482666ms, RunGuid=RunID92CB4067408744C8191967981213F120
DDCTransactionIdC0BE4B444CC7A8DB87350287DECF0A42_206, GetCachedData, CacheKey=NavCollision_B89838347A4348138EE337A847529C5C_NavCollision_X_FABF49D54B7FF9595__E0F1BB95FF541BFDBEAA456DD0A30A7C277994B7, StartTime=2015.10.28-21.45.26, HierarchicalDDC, DataSize=1741 bytes, Retrieved=true, Duration=0.344314ms, RunGuid=RunID92CB4067408744C8191967981213F120
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/ThirdPerson/Meshes/LeftArm_StaticMesh.uasset, AllOfLoadPackage_Duration=50.587535ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.004634ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.040721ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.014897ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.696898ms, SaveCookedPackage_HitCount=1, RunGuid=RunID92CB4067408744C8191967981213F120
SavePackageTransactionId20805E974E638F7690CCBDA32FF81A5C_200, Filename=C:/Users/Matt/Documents/Unreal Projects/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/ThirdPerson/Meshes/LeftArm_StaticMesh.uasset, FlushAsyncLoading=0.013243ms, FlushStreamingFunc=0.004303ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.158582ms, TagPackageExports=0.049327ms, BeginCacheForCookedPlatformData=0.004306ms, SerializeImports=0.069194ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.005294ms, SerializeSummary=0.009604ms, SerializeNames=0.122163ms, SerializeGatherableTextData=0.023175ms, BuildExportMap=0.032775ms, SortExportsNonSeekfree=0.008941ms, SortExportsSeekfreeConstructor=0.008605ms, SortExportsSeekfreeInner=0.928655ms, SortExportsSeekfree=0.006620ms, BuildDependencyMap=0.011917ms, SerializeImportMap=0.003308ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.022180ms, SerializeExports=0.061579ms, SerializeBulkData=0.009604ms, AsyncWrite=0.083100ms, UnaccountedTime=0.129446ms, RunGuid=RunID92CB4067408744C8191967981213F120
C:/Users/Matt/Documents/Unreal Projects/MyProject19/Content/ThirdPerson/Meshes/CubeMaterial.uasset, AllOfLoadPackage_Duration=6.830644ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.002649ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.038072ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.010926ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.158085ms, SaveCookedPackage_HitCount=1, RunGuid=RunID92CB4067408744C8191967981213F120
