DDCTransactionIdB57B528D4F68ECCCCDA5F2BC20A0C4A6_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.20-16.10.33, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.546597ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionIdE1626F6146D66725DA7A40A2861623ED_44, CachedDataProbablyExists, Parent=DDCTransactionIdE1626F6146D66725DA7A40A2861623ED_43, StartTime=2015.11.20-16.11.07, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.052970ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionIdE1626F6146D66725DA7A40A2861623ED_45, GetCachedData, Parent=DDCTransactionIdE1626F6146D66725DA7A40A2861623ED_43, StartTime=2015.11.20-16.11.07, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=1.223966ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionIdE1626F6146D66725DA7A40A2861623ED_46, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_EBF234264F21920C7D58628E92BBC__C693FA228B5B17BECF25E49FB5237A2EACF2B1EB, StartTime=2015.11.20-16.11.07, HierarchicalDDC, DataSize=262407 bytes, Retrieved=true, Duration=0.458203ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionIdE1626F6146D66725DA7A40A2861623ED_47, CachedDataProbablyExists, Parent=DDCTransactionIdE1626F6146D66725DA7A40A2861623ED_46, StartTime=2015.11.20-16.11.07, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.066876ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionIdE1626F6146D66725DA7A40A2861623ED_48, GetCachedData, Parent=DDCTransactionIdE1626F6146D66725DA7A40A2861623ED_46, StartTime=2015.11.20-16.11.07, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.188380ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionIdE1626F6146D66725DA7A40A2861623ED_49, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_EBF234264F21920C7D58628E92BBC__A330415538A9B758D3CE6FE128538195735CA8D3, StartTime=2015.11.20-16.11.07, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=0.221819ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionIdE1626F6146D66725DA7A40A2861623ED_50, CachedDataProbablyExists, Parent=DDCTransactionIdE1626F6146D66725DA7A40A2861623ED_49, StartTime=2015.11.20-16.11.07, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.049658ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionIdE1626F6146D66725DA7A40A2861623ED_51, GetCachedData, Parent=DDCTransactionIdE1626F6146D66725DA7A40A2861623ED_49, StartTime=2015.11.20-16.11.07, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.105944ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionId1FCC2EC74508F2F23C5A9596607FFFB0_42, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_EBF234264F21920C7D58628E92BBC__406E3FE67F65C121C0E6FD2F2A22BE2F3D06995B, StartTime=2015.11.20-16.11.07, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.186723ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionId1FCC2EC74508F2F23C5A9596607FFFB0_43, CachedDataProbablyExists, Parent=DDCTransactionId1FCC2EC74508F2F23C5A9596607FFFB0_42, StartTime=2015.11.20-16.11.07, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.049330ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionId1FCC2EC74508F2F23C5A9596607FFFB0_44, GetCachedData, Parent=DDCTransactionId1FCC2EC74508F2F23C5A9596607FFFB0_42, StartTime=2015.11.20-16.11.07, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=0.097997ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
SavePackageTransactionIdB248314847CF2684B610F6AFBD1EFE90_187, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/Crest_Idle0008.uasset, FlushAsyncLoading=0.011589ms, FlushStreamingFunc=0.002977ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.099320ms, TagPackageExports=0.052974ms, BeginCacheForCookedPlatformData=0.036746ms, SerializeImports=0.064228ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.003643ms, SerializeSummary=0.009269ms, SerializeNames=0.012912ms, SerializeGatherableTextData=0.001658ms, BuildExportMap=0.008937ms, SortExportsNonSeekfree=0.003975ms, SortExportsSeekfreeConstructor=0.009932ms, SortExportsSeekfreeInner=0.150636ms, SortExportsSeekfree=0.002317ms, BuildDependencyMap=0.005960ms, SerializeImportMap=0.013903ms, SerializeExportMap=0.003975ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010595ms, SerializeExports=0.051316ms, SerializeBulkData=0.739612ms, AsyncWrite=1.446113ms, UnaccountedTime=0.558186ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/CrestIdleWest.uasset, AllOfLoadPackage_Duration=0.545934ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000000ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.002649ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.042707ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.009272ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=0.548918ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
SavePackageTransactionIdB248314847CF2684B610F6AFBD1EFE90_188, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/CrestIdleWest.uasset, FlushAsyncLoading=0.011586ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003971ms, ResetLoadersForSaveUnMarkAllObjects=0.065222ms, TagPackageExports=0.004966ms, BeginCacheForCookedPlatformData=0.002649ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/CrestIdleNorth.uasset, AllOfLoadPackage_Duration=0.412513ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.001326ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.046019ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.008933ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=0.659823ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
SavePackageTransactionIdB248314847CF2684B610F6AFBD1EFE90_189, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/CrestIdleNorth.uasset, FlushAsyncLoading=0.012580ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.068862ms, TagPackageExports=0.005297ms, BeginCacheForCookedPlatformData=0.002317ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/CrestIdleEast.uasset, AllOfLoadPackage_Duration=0.435028ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.001322ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.035092ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.006620ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=0.504218ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
SavePackageTransactionIdB248314847CF2684B610F6AFBD1EFE90_190, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Blueprints/Crest/Idle/CrestIdleEast.uasset, FlushAsyncLoading=0.007283ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002317ms, ResetLoadersForSaveUnMarkAllObjects=0.076149ms, TagPackageExports=0.004966ms, BeginCacheForCookedPlatformData=0.002317ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/Yes.uasset, AllOfLoadPackage_Duration=0.030126ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.003643ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.019200ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.012249ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.492795ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
SavePackageTransactionIdB248314847CF2684B610F6AFBD1EFE90_191, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/Yes.uasset, FlushAsyncLoading=0.011254ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.002317ms, ResetLoadersForSaveUnMarkAllObjects=0.081111ms, TagPackageExports=0.019200ms, BeginCacheForCookedPlatformData=0.003312ms, SerializeImports=0.039395ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.004966ms, SerializeSummary=0.010263ms, SerializeNames=0.035755ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.017550ms, SortExportsNonSeekfree=0.006288ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=0.498924ms, SortExportsSeekfree=0.006620ms, BuildDependencyMap=0.009269ms, SerializeImportMap=0.003308ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017878ms, SerializeExports=0.026818ms, SerializeBulkData=0.008609ms, AsyncWrite=0.070520ms, UnaccountedTime=0.096340ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Blueprints/2D/u0-eus-d1-5cba9cdbb3335af16c465ce711a6adf0_pimgpsh_fullsize_distr.uasset, AllOfLoadPackage_Duration=0.613805ms, AllOfLoadPackage_HitCount=10, ResolveRedirectors_Duration=0.002317ms, ResolveRedirectors_HitCount=10, CacheForCookedPlatformData_Duration=4.543938ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.070848ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.089720ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=4.746221ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionIdB57B528D4F68ECCCCDA5F2BC20A0C4A6_212, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_2ED7EBE54FADD37E9E928DB0D08E53C__B609ED133BF2F27D1B00C092794D5CC50C6173BD, StartTime=2015.11.20-16.11.07, HierarchicalDDC, Duration=0.109918ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionIdB57B528D4F68ECCCCDA5F2BC20A0C4A6_213, CachedDataProbablyExists, Parent=DDCTransactionIdB57B528D4F68ECCCCDA5F2BC20A0C4A6_212, StartTime=2015.11.20-16.11.07, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.088725ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionId1FCC2EC74508F2F23C5A9596607FFFB0_45, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_2ED7EBE54FADD37E9E928DB0D08E53C__B609ED133BF2F27D1B00C092794D5CC50C6173BD, StartTime=2015.11.20-16.11.07, HierarchicalDDC, DataSize=1331464 bytes, Retrieved=true, Duration=2.316166ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionId1FCC2EC74508F2F23C5A9596607FFFB0_46, CachedDataProbablyExists, Parent=DDCTransactionId1FCC2EC74508F2F23C5A9596607FFFB0_45, StartTime=2015.11.20-16.11.07, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Duration=0.057276ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionId1FCC2EC74508F2F23C5A9596607FFFB0_47, GetCachedData, Parent=DDCTransactionId1FCC2EC74508F2F23C5A9596607FFFB0_45, StartTime=2015.11.20-16.11.07, FileDDCPath=C:/Users/Matt/AppData/Local/UnrealEngine/Common/DerivedDataCache, Retrieved=true, Duration=1.346130ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
SavePackageTransactionIdB248314847CF2684B610F6AFBD1EFE90_192, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Blueprints/2D/u0-eus-d1-5cba9cdbb3335af16c465ce711a6adf0_pimgpsh_fullsize_distr.uasset, FlushAsyncLoading=0.015892ms, FlushStreamingFunc=0.004303ms, BlockTillAllRequestsFinished=0.005297ms, ResetLoadersForSaveUnMarkAllObjects=0.121173ms, TagPackageExports=0.054628ms, BeginCacheForCookedPlatformData=0.037409ms, SerializeImports=0.057608ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.004303ms, SerializeSummary=0.010263ms, SerializeNames=0.018209ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.009935ms, SortExportsNonSeekfree=0.004634ms, SortExportsSeekfreeConstructor=0.011586ms, SortExportsSeekfreeInner=0.163220ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.007614ms, SerializeImportMap=0.006292ms, SerializeExportMap=0.003971ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014901ms, SerializeExports=1.819231ms, SerializeBulkData=0.073496ms, AsyncWrite=1.061741ms, UnaccountedTime=0.348616ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
../../../Engine/Content/MobileResources/HUD/VirtualJoystick_Background.uasset, AllOfLoadPackage_Duration=5.988043ms, AllOfLoadPackage_HitCount=166, ResolveRedirectors_Duration=0.016551ms, ResolveRedirectors_HitCount=166, CacheForCookedPlatformData_Duration=42.619005ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.042707ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.081770ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.834128ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionIdB57B528D4F68ECCCCDA5F2BC20A0C4A6_214, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_BD2910D742B4B4778E3374B97767851__F910B2E0445BFA5900D0CD3EC9C80B5608789FD4, StartTime=2015.11.20-16.11.07, HierarchicalDDC, Duration=0.010923ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionId1FCC2EC74508F2F23C5A9596607FFFB0_48, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_BD2910D742B4B4778E3374B97767851__F910B2E0445BFA5900D0CD3EC9C80B5608789FD4, StartTime=2015.11.20-16.11.07, HierarchicalDDC, DataSize=262456 bytes, Retrieved=true, Duration=41.903893ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
SavePackageTransactionIdB248314847CF2684B610F6AFBD1EFE90_193, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/MobileResources/HUD/VirtualJoystick_Background.uasset, FlushAsyncLoading=0.012912ms, FlushStreamingFunc=0.003640ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.100978ms, TagPackageExports=0.048667ms, BeginCacheForCookedPlatformData=0.038404ms, SerializeImports=0.055287ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.003975ms, SerializeSummary=0.009269ms, SerializeNames=0.018872ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.009272ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.009932ms, SortExportsSeekfreeInner=0.148650ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.006292ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010926ms, SerializeExports=0.082765ms, SerializeBulkData=0.008941ms, AsyncWrite=0.085749ms, UnaccountedTime=0.300940ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Mannequin/Character/Materials/MaterialLayers/ML_SoftMetal_UE4.uasset, AllOfLoadPackage_Duration=0.048339ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000663ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.006951ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.039399ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.199966ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=2.546590ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
SavePackageTransactionIdB248314847CF2684B610F6AFBD1EFE90_194, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Mannequin/Character/Materials/MaterialLayers/ML_SoftMetal_UE4.uasset, FlushAsyncLoading=0.012580ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.140041ms, TagPackageExports=0.076476ms, BeginCacheForCookedPlatformData=0.003643ms, SerializeImports=0.134744ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.008605ms, SerializeSummary=0.009935ms, SerializeNames=0.055287ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.083432ms, SortExportsNonSeekfree=0.085745ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=0.905808ms, SortExportsSeekfree=0.008609ms, BuildDependencyMap=0.015561ms, SerializeImportMap=0.004303ms, SerializeExportMap=0.003971ms, SerializeDependencyMap=0.002980ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019204ms, SerializeExports=0.083428ms, SerializeBulkData=0.008609ms, AsyncWrite=0.066217ms, UnaccountedTime=0.094023ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Mannequin/Character/Materials/MaterialLayers/ML_Plastic_Shiny_Beige_LOGO.uasset, AllOfLoadPackage_Duration=0.075486ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000328ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.005960ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.040390ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.012912ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=1.956627ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
SavePackageTransactionIdB248314847CF2684B610F6AFBD1EFE90_195, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Mannequin/Character/Materials/MaterialLayers/ML_Plastic_Shiny_Beige_LOGO.uasset, FlushAsyncLoading=0.010263ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.398275ms, TagPackageExports=0.050984ms, BeginCacheForCookedPlatformData=0.003643ms, SerializeImports=0.085745ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.007614ms, SerializeSummary=0.008941ms, SerializeNames=0.045687ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.063237ms, SortExportsNonSeekfree=0.031780ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.349943ms, SortExportsSeekfree=0.003308ms, BuildDependencyMap=0.009935ms, SerializeImportMap=0.003308ms, SerializeExportMap=0.003312ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014234ms, SerializeExports=0.047345ms, SerializeBulkData=0.007614ms, AsyncWrite=0.053301ms, UnaccountedTime=0.074822ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Mannequin/Character/Materials/MaterialLayers/ML_Plastic_Shiny_Beige.uasset, AllOfLoadPackage_Duration=0.046019ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.004303ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.032444ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.016220ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=31.436775ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
SavePackageTransactionIdB248314847CF2684B610F6AFBD1EFE90_196, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Mannequin/Character/Materials/MaterialLayers/ML_Plastic_Shiny_Beige.uasset, FlushAsyncLoading=0.021186ms, FlushStreamingFunc=0.006955ms, BlockTillAllRequestsFinished=0.004303ms, ResetLoadersForSaveUnMarkAllObjects=0.194337ms, TagPackageExports=0.049330ms, BeginCacheForCookedPlatformData=0.004634ms, SerializeImports=0.085417ms, GatherLocalizableTextData=0.002977ms, MarkNames=0.005960ms, SerializeSummary=0.010595ms, SerializeNames=0.036087ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.043038ms, SortExportsNonSeekfree=0.044364ms, SortExportsSeekfreeConstructor=0.009272ms, SortExportsSeekfreeInner=0.279423ms, SortExportsSeekfree=0.005957ms, BuildDependencyMap=0.012249ms, SerializeImportMap=0.003643ms, SerializeExportMap=0.003640ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.021517ms, SerializeExports=0.048339ms, SerializeBulkData=0.008605ms, AsyncWrite=0.079460ms, UnaccountedTime=0.099320ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Content/Mannequin/Character/Materials/MaterialLayers/ML_GlossyBlack_Latex_UE4.uasset, AllOfLoadPackage_Duration=0.050321ms, AllOfLoadPackage_HitCount=1, ResolveRedirectors_Duration=0.000332ms, ResolveRedirectors_HitCount=1, CacheForCookedPlatformData_Duration=0.006624ms, CacheForCookedPlatformData_HitCount=1, UnsolicitedMarkup_Duration=0.039063ms, UnsolicitedMarkup_HitCount=1, SavePackageCacheForCookedPlatformData_Duration=0.018869ms, SavePackageCacheForCookedPlatformData_HitCount=2, SaveCookedPackage_Duration=786.036585ms, SaveCookedPackage_HitCount=1, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
SavePackageTransactionIdB248314847CF2684B610F6AFBD1EFE90_197, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/MyProject19/Content/Mannequin/Character/Materials/MaterialLayers/ML_GlossyBlack_Latex_UE4.uasset, FlushAsyncLoading=0.011254ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.152957ms, TagPackageExports=0.072174ms, BeginCacheForCookedPlatformData=0.003971ms, SerializeImports=0.158582ms, GatherLocalizableTextData=0.003643ms, MarkNames=0.008937ms, SerializeSummary=0.009604ms, SerializeNames=0.056282ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.071842ms, SortExportsNonSeekfree=0.081114ms, SortExportsSeekfreeConstructor=0.009600ms, SortExportsSeekfreeInner=0.445951ms, SortExportsSeekfree=0.005629ms, BuildDependencyMap=0.014234ms, SerializeImportMap=0.003971ms, SerializeExportMap=0.003975ms, SerializeDependencyMap=0.002980ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019200ms, SerializeExports=0.074491ms, SerializeBulkData=0.008609ms, AsyncWrite=0.065219ms, UnaccountedTime=784.017700ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
