DDCTransactionIdB57B528D4F68ECCCCDA5F2BC20A0C4A6_0, GetCachedData, CacheKey=GSM_af1606fcec214373844d2b6cf9df71c8_PCD3D_SM5_3__BC5N_DEV_SL_NoDBuf_TLpvPropa__7305C0EAF30EBAE6EBBBE09D23B9982D28009564, StartTime=2015.11.20-16.10.33, HierarchicalDDC, DataSize=3015881 bytes, Retrieved=true, Duration=0.546597ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionIdB57B528D4F68ECCCCDA5F2BC20A0C4A6_180, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_8A9D9D2A48FA9339997AE79343CFD87__6E53AEB85A1CEED333B46798B5D732E0DB5F7973, StartTime=2015.11.20-16.11.03, HierarchicalDDC, DataSize=16696 bytes, Retrieved=true, Duration=0.176128ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
SavePackageTransactionIdB248314847CF2684B610F6AFBD1EFE90_135, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/BlueprintTutorials/TutorialAssets/Tutorial_BP_MacroLib.uasset, FlushAsyncLoading=0.007287ms, FlushStreamingFunc=0.002645ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.077803ms, TagPackageExports=2.375431ms, BeginCacheForCookedPlatformData=0.010263ms, SerializeImports=0.031121ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.005957ms, SerializeSummary=0.009600ms, SerializeNames=0.014901ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.019200ms, SortExportsNonSeekfree=0.005629ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=0.215195ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.007946ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013575ms, SerializeExports=0.011258ms, SerializeBulkData=0.007614ms, AsyncWrite=0.070184ms, UnaccountedTime=0.095680ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
SavePackageTransactionIdB248314847CF2684B610F6AFBD1EFE90_136, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/BlueprintTutorials/BlueprintInterfacesEditorOverview.uasset, FlushAsyncLoading=0.008605ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.002980ms, ResetLoadersForSaveUnMarkAllObjects=0.069194ms, TagPackageExports=0.136070ms, BeginCacheForCookedPlatformData=0.004303ms, SerializeImports=0.110909ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.005297ms, SerializeSummary=0.006288ms, SerializeNames=0.062242ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.022512ms, SortExportsNonSeekfree=0.006624ms, SortExportsSeekfreeConstructor=0.007283ms, SortExportsSeekfreeInner=0.334051ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.006288ms, SerializeImportMap=0.003643ms, SerializeExportMap=0.001986ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.002321ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.008937ms, SerializeExports=0.112232ms, SerializeBulkData=0.007614ms, AsyncWrite=0.050984ms, UnaccountedTime=0.074159ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionIdB57B528D4F68ECCCCDA5F2BC20A0C4A6_181, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_4957CBA74161F467DABFBE98D2CA62A__E14509477DFD3EB2EB2DB6FA164EBF60B21B7043, StartTime=2015.11.20-16.11.03, HierarchicalDDC, Duration=0.010263ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
SavePackageTransactionIdB248314847CF2684B610F6AFBD1EFE90_137, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/BlueprintTutorials/TutorialAssets/BlueprintInterface_64x.uasset, FlushAsyncLoading=0.009269ms, FlushStreamingFunc=0.003640ms, BlockTillAllRequestsFinished=0.003643ms, ResetLoadersForSaveUnMarkAllObjects=0.093695ms, TagPackageExports=0.077136ms, BeginCacheForCookedPlatformData=0.039067ms, SerializeImports=0.057608ms, GatherLocalizableTextData=0.002649ms, MarkNames=0.004966ms, SerializeSummary=0.010263ms, SerializeNames=0.020195ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.009932ms, SortExportsNonSeekfree=0.003975ms, SortExportsSeekfreeConstructor=0.009600ms, SortExportsSeekfreeInner=0.157591ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.006951ms, SerializeImportMap=0.002317ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.013243ms, SerializeExports=0.050321ms, SerializeBulkData=0.008278ms, AsyncWrite=0.063896ms, UnaccountedTime=324.412079ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionIdB57B528D4F68ECCCCDA5F2BC20A0C4A6_182, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_BGRA8_4957CBA74161F467DABFBE98D2CA62A__E14509477DFD3EB2EB2DB6FA164EBF60B21B7043, StartTime=2015.11.20-16.11.03, HierarchicalDDC, DataSize=16696 bytes, Retrieved=true, Duration=56.075020ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
SavePackageTransactionIdB248314847CF2684B610F6AFBD1EFE90_138, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/BlueprintTutorials/TutorialAssets/Tutorial_BP_Interface.uasset, FlushAsyncLoading=0.010926ms, FlushStreamingFunc=0.003312ms, BlockTillAllRequestsFinished=0.003971ms, ResetLoadersForSaveUnMarkAllObjects=0.089720ms, TagPackageExports=0.204932ms, BeginCacheForCookedPlatformData=0.004634ms, SerializeImports=0.029135ms, GatherLocalizableTextData=0.002977ms, MarkNames=0.005297ms, SerializeSummary=0.008941ms, SerializeNames=0.015229ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.025492ms, SortExportsNonSeekfree=0.008609ms, SortExportsSeekfreeConstructor=0.009269ms, SortExportsSeekfreeInner=0.112567ms, SortExportsSeekfree=0.002645ms, BuildDependencyMap=0.007946ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010267ms, SerializeExports=0.012249ms, SerializeBulkData=0.007283ms, AsyncWrite=0.053633ms, UnaccountedTime=0.073496ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
SavePackageTransactionIdB248314847CF2684B610F6AFBD1EFE90_139, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/BlueprintTutorials/LevelBlueprintEditorOverview.uasset, FlushAsyncLoading=0.007614ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.002649ms, ResetLoadersForSaveUnMarkAllObjects=0.065222ms, TagPackageExports=0.126801ms, BeginCacheForCookedPlatformData=0.005297ms, SerializeImports=0.102632ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.005297ms, SerializeSummary=0.007614ms, SerializeNames=0.061579ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.023175ms, SortExportsNonSeekfree=0.005960ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=0.349279ms, SortExportsSeekfree=0.004303ms, BuildDependencyMap=0.006951ms, SerializeImportMap=0.003308ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.002317ms, SerializeStringAssetReferenceMap=0.001658ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010263ms, SerializeExports=0.099983ms, SerializeBulkData=0.008278ms, AsyncWrite=0.102963ms, UnaccountedTime=0.073496ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
SavePackageTransactionIdB248314847CF2684B610F6AFBD1EFE90_140, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/DestructibleMeshEditorTutorial.uasset, FlushAsyncLoading=0.012249ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.079457ms, TagPackageExports=0.300940ms, BeginCacheForCookedPlatformData=0.005629ms, SerializeImports=0.364840ms, GatherLocalizableTextData=0.003643ms, MarkNames=0.005297ms, SerializeSummary=0.009932ms, SerializeNames=0.079788ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.019532ms, SortExportsNonSeekfree=0.013243ms, SortExportsSeekfreeConstructor=0.009600ms, SortExportsSeekfreeInner=0.492964ms, SortExportsSeekfree=0.009932ms, BuildDependencyMap=0.011921ms, SerializeImportMap=0.004303ms, SerializeExportMap=0.002980ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.002649ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.017215ms, SerializeExports=0.569109ms, SerializeBulkData=0.013907ms, AsyncWrite=0.099324ms, UnaccountedTime=0.104949ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
SavePackageTransactionIdB248314847CF2684B610F6AFBD1EFE90_141, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/TutorialAssets/Tutorial_DM.uasset, FlushAsyncLoading=0.012249ms, FlushStreamingFunc=0.003975ms, BlockTillAllRequestsFinished=0.004303ms, ResetLoadersForSaveUnMarkAllObjects=0.147656ms, TagPackageExports=1.529545ms, BeginCacheForCookedPlatformData=0.018209ms, SerializeImports=1.523584ms, GatherLocalizableTextData=0.006955ms, MarkNames=0.005625ms, SerializeSummary=0.010926ms, SerializeNames=0.073832ms, SerializeGatherableTextData=0.002317ms, BuildExportMap=0.012580ms, SortExportsNonSeekfree=0.003971ms, SortExportsSeekfreeConstructor=0.007946ms, SortExportsSeekfreeInner=2.050318ms, SortExportsSeekfree=0.007946ms, BuildDependencyMap=0.008609ms, SerializeImportMap=0.005629ms, SerializeExportMap=0.003312ms, SerializeDependencyMap=0.002321ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019532ms, SerializeExports=1.828503ms, SerializeBulkData=0.022180ms, AsyncWrite=0.108588ms, UnaccountedTime=0.088397ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
SavePackageTransactionIdB248314847CF2684B610F6AFBD1EFE90_142, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/EditorMeshes/EditorCube.uasset, FlushAsyncLoading=0.021189ms, FlushStreamingFunc=0.003971ms, BlockTillAllRequestsFinished=0.004634ms, ResetLoadersForSaveUnMarkAllObjects=0.114553ms, TagPackageExports=0.051316ms, BeginCacheForCookedPlatformData=0.004303ms, SerializeImports=0.073500ms, GatherLocalizableTextData=0.003971ms, MarkNames=0.004634ms, SerializeSummary=0.010926ms, SerializeNames=0.034761ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.015892ms, SortExportsNonSeekfree=0.007942ms, SortExportsSeekfreeConstructor=0.008609ms, SortExportsSeekfreeInner=0.406887ms, SortExportsSeekfree=0.005297ms, BuildDependencyMap=0.009932ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.003308ms, SerializeDependencyMap=0.002649ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019863ms, SerializeExports=0.063896ms, SerializeBulkData=0.008941ms, AsyncWrite=0.071183ms, UnaccountedTime=0.079457ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
SavePackageTransactionIdB248314847CF2684B610F6AFBD1EFE90_143, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/MaterialEditorTutorial.uasset, FlushAsyncLoading=0.008278ms, FlushStreamingFunc=0.002977ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.082437ms, TagPackageExports=0.307895ms, BeginCacheForCookedPlatformData=0.004306ms, SerializeImports=0.407215ms, GatherLocalizableTextData=0.003975ms, MarkNames=0.005625ms, SerializeSummary=0.011258ms, SerializeNames=0.082768ms, SerializeGatherableTextData=0.002317ms, BuildExportMap=0.019200ms, SortExportsNonSeekfree=0.006292ms, SortExportsSeekfreeConstructor=0.010263ms, SortExportsSeekfreeInner=0.456546ms, SortExportsSeekfree=0.003643ms, BuildDependencyMap=0.007614ms, SerializeImportMap=0.003643ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.001986ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014566ms, SerializeExports=0.463169ms, SerializeBulkData=0.009600ms, AsyncWrite=0.076476ms, UnaccountedTime=16.139343ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
SavePackageTransactionIdB248314847CF2684B610F6AFBD1EFE90_144, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/TutorialAssets/TutorialMaterial.uasset, FlushAsyncLoading=0.009935ms, FlushStreamingFunc=0.003308ms, BlockTillAllRequestsFinished=0.003312ms, ResetLoadersForSaveUnMarkAllObjects=0.130773ms, TagPackageExports=0.217844ms, BeginCacheForCookedPlatformData=0.004634ms, SerializeImports=0.244662ms, GatherLocalizableTextData=0.003312ms, MarkNames=0.003971ms, SerializeSummary=0.008941ms, SerializeNames=0.041716ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.008937ms, SortExportsNonSeekfree=0.004306ms, SortExportsSeekfreeConstructor=0.009932ms, SortExportsSeekfreeInner=0.453897ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.006288ms, SerializeImportMap=0.003308ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.001654ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.015229ms, SerializeExports=0.353586ms, SerializeBulkData=0.015229ms, AsyncWrite=0.079788ms, UnaccountedTime=99.628967ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
SavePackageTransactionIdB248314847CF2684B610F6AFBD1EFE90_145, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/ParticleSystemEditorTutorial.uasset, FlushAsyncLoading=0.010591ms, FlushStreamingFunc=0.003975ms, BlockTillAllRequestsFinished=0.003640ms, ResetLoadersForSaveUnMarkAllObjects=0.083763ms, TagPackageExports=0.166196ms, BeginCacheForCookedPlatformData=0.004303ms, SerializeImports=0.166863ms, GatherLocalizableTextData=0.002977ms, MarkNames=0.004638ms, SerializeSummary=0.009600ms, SerializeNames=0.054955ms, SerializeGatherableTextData=0.001989ms, BuildExportMap=0.020195ms, SortExportsNonSeekfree=0.005957ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=0.288364ms, SortExportsSeekfree=0.003308ms, BuildDependencyMap=0.007946ms, SerializeImportMap=0.002980ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.002321ms, SerializeStringAssetReferenceMap=0.002645ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.010595ms, SerializeExports=0.172157ms, SerializeBulkData=0.008278ms, AsyncWrite=0.056282ms, UnaccountedTime=0.071842ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionIdB57B528D4F68ECCCCDA5F2BC20A0C4A6_183, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_A1C52E6A43A1109B0752B4B5980EA23D__1505695EACEF450B2360F157025789324808F0DA, StartTime=2015.11.20-16.11.04, HierarchicalDDC, Duration=0.010263ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionId1FCC2EC74508F2F23C5A9596607FFFB0_29, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_A1C52E6A43A1109B0752B4B5980EA23D__1505695EACEF450B2360F157025789324808F0DA, StartTime=2015.11.20-16.11.04, HierarchicalDDC, DataSize=4143 bytes, Retrieved=true, Duration=25.327866ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
SavePackageTransactionIdB248314847CF2684B610F6AFBD1EFE90_146, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/TutorialAssets/TutorialParticleSystem.uasset, FlushAsyncLoading=0.006620ms, FlushStreamingFunc=0.002980ms, BlockTillAllRequestsFinished=0.002649ms, ResetLoadersForSaveUnMarkAllObjects=0.075486ms, TagPackageExports=0.201292ms, BeginCacheForCookedPlatformData=0.007946ms, SerializeImports=0.226121ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.015888ms, SerializeSummary=0.010263ms, SerializeNames=0.111241ms, SerializeGatherableTextData=0.001986ms, BuildExportMap=0.172488ms, SortExportsNonSeekfree=0.316836ms, SortExportsSeekfreeConstructor=0.008605ms, SortExportsSeekfreeInner=0.907134ms, SortExportsSeekfree=0.003312ms, BuildDependencyMap=0.019200ms, SerializeImportMap=0.005297ms, SerializeExportMap=0.007614ms, SerializeDependencyMap=0.003308ms, SerializeStringAssetReferenceMap=0.001989ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019532ms, SerializeExports=0.124481ms, SerializeBulkData=0.008609ms, AsyncWrite=0.071179ms, UnaccountedTime=0.091378ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionId4931AA7E4BE36ABFDCB9AF809EBE41FD_25, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_A1C52E6A43A1109B0752B4B5980EA23D__19C07A42E8FFF97ABC69C34699A576D945BD4355, StartTime=2015.11.20-16.11.04, HierarchicalDDC, DataSize=131332 bytes, Retrieved=true, Duration=10.429044ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionIdE1626F6146D66725DA7A40A2861623ED_30, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_A1C52E6A43A1109B0752B4B5980EA23D__13B1A9B7BAD5E041E94F1297BAC2994831BCC747, StartTime=2015.11.20-16.11.04, HierarchicalDDC, DataSize=33028 bytes, Retrieved=true, Duration=10.028448ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionIdE1626F6146D66725DA7A40A2861623ED_31, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_DXT1_A1C52E6A43A1109B0752B4B5980EA23D__47F65D18336D505959807819EE470740C5B0779E, StartTime=2015.11.20-16.11.04, HierarchicalDDC, DataSize=8452 bytes, Retrieved=true, Duration=0.075154ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
SavePackageTransactionIdB248314847CF2684B610F6AFBD1EFE90_147, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/TutorialAssets/M_smoke_subUV_blackbody.uasset, FlushAsyncLoading=0.008609ms, FlushStreamingFunc=0.015229ms, BlockTillAllRequestsFinished=0.004303ms, ResetLoadersForSaveUnMarkAllObjects=0.124153ms, TagPackageExports=0.314847ms, BeginCacheForCookedPlatformData=0.006955ms, SerializeImports=0.394635ms, GatherLocalizableTextData=0.003640ms, MarkNames=0.009604ms, SerializeSummary=0.008937ms, SerializeNames=0.075817ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.115212ms, SortExportsNonSeekfree=0.105944ms, SortExportsSeekfreeConstructor=0.008278ms, SortExportsSeekfreeInner=0.839595ms, SortExportsSeekfree=0.003640ms, BuildDependencyMap=0.013575ms, SerializeImportMap=0.004634ms, SerializeExportMap=0.005297ms, SerializeDependencyMap=0.002980ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.014566ms, SerializeExports=0.505213ms, SerializeBulkData=0.011921ms, AsyncWrite=0.109915ms, UnaccountedTime=0.101309ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionIdB57B528D4F68ECCCCDA5F2BC20A0C4A6_184, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3648AA2A4A658DE90371B081D8DC7__79EA3066C05F876B5B83AAF3F2792679C0B0BD18, StartTime=2015.11.20-16.11.04, HierarchicalDDC, Duration=0.014897ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionId1FCC2EC74508F2F23C5A9596607FFFB0_30, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3648AA2A4A658DE90371B081D8DC7__79EA3066C05F876B5B83AAF3F2792679C0B0BD18, StartTime=2015.11.20-16.11.04, HierarchicalDDC, DataSize=7196 bytes, Retrieved=true, Duration=0.901505ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
SavePackageTransactionIdB248314847CF2684B610F6AFBD1EFE90_148, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/TutorialAssets/T_SmokeSubUV_8X8.uasset, FlushAsyncLoading=0.008937ms, FlushStreamingFunc=0.003643ms, BlockTillAllRequestsFinished=0.003971ms, ResetLoadersForSaveUnMarkAllObjects=0.211556ms, TagPackageExports=0.111241ms, BeginCacheForCookedPlatformData=0.039399ms, SerializeImports=0.059262ms, GatherLocalizableTextData=0.002977ms, MarkNames=0.004306ms, SerializeSummary=0.009600ms, SerializeNames=0.017546ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.009272ms, SortExportsNonSeekfree=0.004303ms, SortExportsSeekfreeConstructor=0.009604ms, SortExportsSeekfreeInner=0.156924ms, SortExportsSeekfree=0.002649ms, BuildDependencyMap=0.006292ms, SerializeImportMap=0.003975ms, SerializeExportMap=0.002317ms, SerializeDependencyMap=0.001989ms, SerializeStringAssetReferenceMap=0.001986ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.020195ms, SerializeExports=0.052311ms, SerializeBulkData=0.062902ms, AsyncWrite=0.120509ms, UnaccountedTime=0.210229ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionIdE1626F6146D66725DA7A40A2861623ED_32, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3648AA2A4A658DE90371B081D8DC7__7E6587768D291C2DD39DBF683F7B093F6EEEA5B0, StartTime=2015.11.20-16.11.04, HierarchicalDDC, DataSize=1048841 bytes, Retrieved=true, Duration=14.707133ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionId4931AA7E4BE36ABFDCB9AF809EBE41FD_26, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3648AA2A4A658DE90371B081D8DC7__A0C5FAA70C9D1F7FBDCF20FBA9C2B95CACCFBAC6, StartTime=2015.11.20-16.11.04, HierarchicalDDC, DataSize=262407 bytes, Retrieved=true, Duration=11.274926ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionId4931AA7E4BE36ABFDCB9AF809EBE41FD_27, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3648AA2A4A658DE90371B081D8DC7__9209AC813937D05A33648E084F51F5CDEDFAA6F7, StartTime=2015.11.20-16.11.04, HierarchicalDDC, DataSize=65799 bytes, Retrieved=true, Duration=0.410195ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionId4931AA7E4BE36ABFDCB9AF809EBE41FD_28, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_3648AA2A4A658DE90371B081D8DC7__9024C3FF7AA8FAC8E5F28E06510B42EAEFCD0F19, StartTime=2015.11.20-16.11.04, HierarchicalDDC, DataSize=16647 bytes, Retrieved=true, Duration=0.144348ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionIdB57B528D4F68ECCCCDA5F2BC20A0C4A6_185, CachedDataProbablyExists, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_91A201FE4781221C42DEDE91696E4__389E3E4629443564C58A30B0EE957E4A834EE893, StartTime=2015.11.20-16.11.04, HierarchicalDDC, Duration=0.010591ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionIdE1626F6146D66725DA7A40A2861623ED_33, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_91A201FE4781221C42DEDE91696E4__389E3E4629443564C58A30B0EE957E4A834EE893, StartTime=2015.11.20-16.11.04, HierarchicalDDC, DataSize=4155 bytes, Retrieved=true, Duration=57.284092ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
SavePackageTransactionIdB248314847CF2684B610F6AFBD1EFE90_149, Filename=C:/Users/Matt/Documents/GitHub/P3NGUIN/MyProject19/Saved/Cooked/WindowsNoEditor/Engine/Content/Tutorial/SubEditors/TutorialAssets/T_soft_smoke.uasset, FlushAsyncLoading=0.006951ms, FlushStreamingFunc=0.002649ms, BlockTillAllRequestsFinished=0.003975ms, ResetLoadersForSaveUnMarkAllObjects=0.090711ms, TagPackageExports=0.112563ms, BeginCacheForCookedPlatformData=0.040058ms, SerializeImports=0.059262ms, GatherLocalizableTextData=0.002980ms, MarkNames=0.003975ms, SerializeSummary=0.009269ms, SerializeNames=0.013575ms, SerializeGatherableTextData=0.001654ms, BuildExportMap=0.009600ms, SortExportsNonSeekfree=0.004306ms, SortExportsSeekfreeConstructor=0.009600ms, SortExportsSeekfreeInner=0.158250ms, SortExportsSeekfree=0.002980ms, BuildDependencyMap=0.006624ms, SerializeImportMap=0.003640ms, SerializeExportMap=0.002649ms, SerializeDependencyMap=0.002649ms, SerializeStringAssetReferenceMap=0.002317ms, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.019863ms, SerializeExports=0.053637ms, SerializeBulkData=0.048667ms, AsyncWrite=0.105612ms, UnaccountedTime=0.296969ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
DDCTransactionId1FCC2EC74508F2F23C5A9596607FFFB0_31, GetCachedData, CacheKey=TEXTURE_814DCC3DC72143F49509781513CB9855_AutoDXT_91A201FE4781221C42DEDE91696E4__3DBDECE29606A698D5C4A0999706EDB1D150A05A, StartTime=2015.11.20-16.11.04, HierarchicalDDC, DataSize=131335 bytes, Retrieved=true, Duration=1.206417ms, RunGuid=RunID8E89A4264BCBFD624303FE8F45BF2661
